pagan_subjugation_desc;Certain religions and cultures are allowed to subjugate others rulers once in their lifetime. (With the 'Become King' ambition, there is no such time limit against targets within the kingdom.);;;;;;;;;x
marsh;Marsh;;;;;;;;;x
REL_PENTARCHS;Sage Council;;;;;;;;;x
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Cobble, which is rumored to be related to Hyrule, though there is no evidance. The Cobble dynasty led to formation of an empire that rivaled any single empire, included Hyrule.;Avec un score de $SCORE$, vous surpassez la Maison Arryn, d'abord Rois de la montagne et du Val puis Seigneurs Suzerains du Val et Gouverneurs de l'Est. La Maison Arryn trouve ses racines dans l'invasion Anale, lorsqu'Artys Arryn tua le dernier Roi de la Montagne et devint Roi de la Montagne et du Val. Ils renommèrent le pays Val d'Arryn et leurs rois portèrent la Couronne du Faucon. Durant la Conquête ils se soumirent à Aegon et devinrent Seigneurs Suzerains du Val et Gouverneurs de l'Est. Lorsqu'éclata la Rébellion de Robert Baratheon, Jon Arryn prit parti pour Robert et Eddard Stark qui avaient été ses pupilles. Durant la rébellion il épousa Lysa Tully et plus tard eût d’elle un enfant maladif, Robert. Il mourut en l'an 297. Après sa mort, sa femme se retira aux Eyrié avec leur fils et ne prit pas part à la Guerre des Cinq Rois.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Arryn, primero Reyes de la Montaña y el Valle y luego Señores Supremos del Valle y Guardianes de Oriente. La Casa Arryn desciende de Artys Arryn quien mató al anterior Rey de la Montaña durante la Invasión Andala para convertirse en rey él mismo. Renombró la tierra como Valle de Arryn y sus reyes portaban la Corona del Halcón. Durante la Conquista de Aegon se sometieron a fueron nombrados Señores Supremos del Valle y Guardianes de Oriente. Cuando Robert se rebeló Jon Arryn se unío a sus antiguos pupilos Robert y Eddard a su causa. Durante la rebelión contrajo matrimonio con Lysa Tully, quien le pudo dar un único y enfermizo hijo, Robert, y finalmente murió en el año 297 DD. Después de su muerte su esposa Lysa volvió al Nido de Aguilas junto a su hijo Robert y no tomaron parte en la Guerra de los Cinco Reyes. ;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House Madas, the house of Link which for millenia defended Hyrule and Hylia's reincarnations.;Avec un score de $SCORE$, vous surpassez la Maison Martell, les Princes de Dorne. Les Martell étaient l'une des plus puissantes maisons dorniennes lorsque les Rhoynars et leur Reine Nymeria, fuyant les Valyriens, passèrent le Détroit. Nymeria prit pour époux Lord Mors Martell et ensemble ils entreprirent d'unifier Dorne, s’attirant de fait les inimitiés de la Maison Ferboys. La Maison Martell réchappa à la Conquête d'Aegon le Conquérant, mais fut soumise temporairement par Daeron I 'le Jeune Dragon'. Il fallut finalement attendre les mariages de Daeron II et Myriah Martell et de Maron Martell avec Daenerys Targaryen pour que les Martell rejoignent définitivement les Targaryen. Durant la Rébellion de Robert Baratheon, les Martell combattirent pour les Targaryen en vertu du mariage entre le Prince Rhaegar et Elia Martell. Grâce à la prudence du Prince Doran, ils parvinrent à rester en dehors de la Guerre des Cinq Rois. ;;;Con un resultado de $SCORE$, no has podido superar a la Casa Martell, Príncipes de Dorne. Los Martell eran una de las casas dornienses más poderosas cuando los rhoynar y su reina Nymeria huyendo de los Valyrianos, arribó a la costa este. Nymeria se casó com Lord Mors Martell y comenzaron un proceso de unificación de las tierras de Dorne bajo su gobierno lo que les llevo a un conflicto con la Casa Yronwood. La Casa Martell evitó que Dorne fuera tomada por Aegon, y aunque fue conquistada brevemente por Daeron I 'El Joven Dragón' no pudo someterla mucho tiempo al Trono de Hierro. Finalmente se unieron al reino tras los matrimonios de Daeron II con Myriah Martell y Maron Martell con Daenerys Targaryen. Durante la Rebelión de Robert, lucharon del lado de los Targaryen debido al matrimonio del príncipe Rhaegar y Elia Martell. Gracias a la prudencia del Prícipe Doran Martell, el territorio ha permanenido indemne en la sangrienta Guerra de los Cinco Reyes.;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Saria, it was Saria which led to the formation of the kingdom of Saria from three frequently fighting kingdoms and the formation of the Rivermen to defend the kingdom against monsters no matter where they come from.;Avec un score de $SCORE$, vous surpasser la Maison Jardinier, Rois du Bief et Seigneurs de Hautjardin. D’après les légendes, Garth Mainverte fut le premier membre de la maison à régner sur le Bief. Garth eut de nombreux descendants et presque la moitié des maisons nobles du Bief, les Tyrell et les Florent inclus, peuvent faire remonter leur lignée jusqu’à lui. Durant la Conquête, le Roi du Bief était Mern IX. S’alliant au Roi Loren du Roc, il marcha contre Aegon le Conquérant et l'affronta au Champs de Feu où il fut vaincu quand le Targaryen et ses sœurs lâchèrent simultanément leurs trois dragons. Le Roi Mern, dernier Roi du Bief, trouva la mort durant la bataille et ce fut la lignée des intendants du Roi, les Tyrell, qui présentèrent la soumission de Hautjardin à Aegon. ;;;Con un resultado de $SCORE$, no has podido superar a la Casa Gardener, Reyes en el Dominio y Señores de Altojardín. De acuerdo a la leyenda Garth Manoverde fue el fundador de la dinastía que gobernarían el Dominio durante miles de años. Los descedientes de Garth fundaron muchas de casas nobles del Dominio, como losTyrell o los Florent, quienes también puede trazar sus arboles genealogicos hasta él. Durante la Guerra de Conquista, reinaba en el Dominio Mern IX. Junto al Rey Loren I Lannister marchó contra Aegon El Conquistador al Campo de Fuego, pero fueron derrotados cuando Aegon y sus hermanas liberaron a los dragones. El Rey Mern, último Rey en el Dominio murió en batalla y Altojardín fue tomada para Aegon por los propios mayodomos del Dominio, los Tyrell. ;;;;;;;;;x
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House Howgendoogen, it is Howgendoogen which was instrumental in creating trade between most of the Hyrule continent. At their height they had trade posts from Cobble to the Port Isles.;Avec un score de $SCORE$, vous surpassez la Maison Hightower, Seigneurs de Villevieille, du Port et de Grand-Tour et Défenseurs de la Citadelle. La Maison Hightower existe depuis l'Aube des Jours, lorsqu'ils n’étaient que des roitelets tentant de survivre et de conserver leur puissance en s'alliant avec les plus forts et prenant rarement part aux guerres. Lors de l'arrivée des Andals et la fondation du Royaume du Bief, les Hightower s'allièrent avec les nouveaux venus. Ils prirent une part importante dans la fondation de la Citadelle et continuent d'être les patrons de l'institution et de la Foi. Lorsqu'Aegon le Conquérant parvint jusqu'à Villevieille, les Hightower suivirent l'exemple du Grand Septon et se soumirent au Targaryen. L'actuel Lord, Leyton Hightower, a suivit son suzerain Mace Tyrell en se déclarant d'abord pour Renly Baratheon puis pour Joffrey. ;;;Con un resultado de $SCORE$, no has podido superar a la Casa Hightower, Voz de Antigua, Señor del Puerto y El Faro. Defensores de la Ciudadela y Luces del Sur. La Casa Hightower ha existido desde el amanecer de los días cuando eran debiles reyesy han cosneguido sobrevivir y mantener su poder aliandose con los más fuertes o tomando raramente partido en guerras. Durante la Invasión de los andalos y la creación del Reino del Dominio, los Hightower se aliaron con los invasores. Fueron imprescidibles en la fundación de la Ciudadela y continuan siendo patronos de la Ciudadela y de la Fe. Cuando Aegon llegó a Antigua, los Hightower se sometieron siguiendo el consejo del Alto Septón. Lord Leyton Hightower fue el primero de los vasallos en seguir a su señor Mace Tyrell cuando decidió apoyar a Renly Baratheon durante la Guerra de lso Cinco Reyes.;;;;;;;;;x
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House Bo,while house Bo didn't slay gods or conqured in most timelines it was house Bo that forged Ordon and unite the bickering families of Ordon. In almost every timeline it is the Bo family that keeps his kingdom from falling to monsters and Arcadia the only country to conquer them is Hyrule.;Avec un score de $SCORE$, vous surpassez la Maison Chenu, Rois du Sel et du Roc des Îles de Fer. La maison Chenu fut désignée pour accéder au trône de Grès durant les états généraux de la royauté qui suivirent la destruction de la Maison Greyfer par les envahisseurs Andals. C’est sous le Roi Qhored Chenu que le Royaume Fer-né connu son extension territoriale la plus importante, recouvrant une bonne partie des côtes occidentales de Westeros ainsi que l'Île-aux-Ours et la Treille. Les Rois qui lui succédèrent perdirent toutes leurs possessions à l'exception des Îles de Fer et des côtes du Conflans. Ils agrandirent une nouvelle fois leur territoire sous le règne de Harwyn la Poigne qui parvint à conquérir l'ensemble du Conflans sur le Roi de l'Orage Arrec. Son petit fils Harren le Noir fut le dernier Roi du Sel et du Roc des Îles de Fer et l’homme à l’origine de la construction d’Harrenhall. Les travaux étaient à peine terminés quand débarqua Aegon le Conquérant. Il fit brûler le château où s’étaient réfugiés Harren et ses fils par son dragons, mettant ainsi fin à la Maison Chenu.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Hoare, Reyes de las Islas del Hierro. La Casa Hoare ascendió al Asiento de Piedra del Mar trás ser elegidos después de la destrucción de la Casa Greyiron por los invasores andalos. Bajo el reinado del Rey Qhored Hoare el reino de los hijos del hierro llegaron al pico de su expasión manteniendo la mayoría de la costa occidental de Poniente incluyendo el Rejo y la Isla del Oso. Los reyes que le sucedieron fueron perdiendo todas las posesiones excepto las mismas islas del huierro y la costa de las Tierras de los Rios. Se expandieron durante el reinado de Harwyn 'Manodura' quién conquistó lasTierrras del los Rios al Rey de la Tormenta Arrec. Su nieto Harren 'El Negro' fue el último de los Reyes de las Islas del Hierro, construyó Harrenhall. Sin embargó, de poco le sirvió, pues Aegon el Conquistador invadió sus tierras y sus dragones quemaron el castillo con Harren y sus hijos dentro, destruyendo de esta manera la Casa Hoare. ;;;;;;;;;x
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat House Megaton, after centuries of entrenched monsters in Death Mountain the Megaton family led the charge in clearing the mountain and keeping it clearing even after their allies fled the lands surrounding it. When the dragon cult worshiping Volvagia took over it was a member of the Megaton family to slay the dragon with nothing more than a hammer and rocks.;Avec un score de $SCORE$, vous surpassez la Maison Ferboys, le Sangderoy, Gardiens de la Voie de Pierre. Les Ferboys étaient de puissants Rois à Dorne jusqu’à l'arrivée des Rhoynars, d’où le titre de Sangderoy toujours porté par la branche principale de la maison, mais ils furent vaincus par la Maison Martell et la Reine Nymeria et devinrent leurs bannerets. Ils rejoignirent les Feunoyr dans trois de leurs rébellions et se battirent contre les Martell et les Targaryen. Ils restent malgré cela la seconde maison de la plus puissante de Dorne. L'actuel Lord, Anders Ferboys, est loyal au Prince Doran Martell et a rassemblé, sous ses instructions, une armée aux Osseux durant la Guerre des Cinq Rois.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Yronwood los Sangre Regia y Guardíanes del Camino de Piedra. Los Yronwood eran reyes poderosos hasta la llegada de los Rhoynar, y aunque el señor de la casa aún continúa ostentando el título de 'Sangre Regia', fueron derrotados por la Casa Martell y la Reina Nymeria, y se convirtieron en sus vasallos. Se unieron a los Fuegoscuros en tres de sus rebeliones y lucharon contra los Martell y los Targaryen. A pesar de ello siguen siendo la segunda casa más poderosa de Dorne. Actualmente Lord Anders Yronwood is leal al Principe Doran y mantuvo un ejercito en el Paso de Hueso durante la Guerra de los Cinco Reyes bajo sus ordenes.;;;;;;;;;x
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Tsar, in which formed the very first feudalistic kingdom after the resettlement of the world. However their reign and accomplishments were short lived in all timelines. Only ruling for a couple of centuries the family eventually ended at the hands of a monsterous horde.;Avec un score de $SCORE$, vous surpassez la Maison Manderly, Gardiens de Blanchedague, Lord Maréchaux de la Mander. Il y a de cela près de mille ans, les Manderly vivaient sur les rives de la puissante Mander, mais ils en furent chassés par la Maison Jardinier. Ils fuirent vers le nord et furent accueillis par la Maison Stark qui leur céda Blancport, faisant d’eux la seule maison du Nord à avoir des origines Anales. Ils devinrent la plus riche maison du Nord et les plus puissants bannerets de la Maison Stark. L'actuel Lord, Wyman Manderly, a soutenu Robb Stark dans la Guerre des Cinq Rois.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Manderly, defensores de Cuchillo Blanco y antiguos Mariscales del Mander. Hace un millar de años, los Manderly vivían a orillas del Río Mander, pero fueron desposidos por los Gardener del Dominio. Huyerón al Norte donde recibieron la bienvenida de la Casa Stark y se les concedió Puerto Blanco. Es por esto que son la única casa de origen andalo de todo el Norte. Con el tiempo se convirtieron en la casa más rica del Norte y el vasallo más poderoso de la Casa Stark. El actual señor Lord Wyman Manderly apoyó al Rey Robb en la Guerra de los Cinco Reyes.;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House Ro,in which was instrumental in holding the hordes of monsters at bay when they attempted to invade Ordon. Many of their members also became close advisors and instructers in to several Links.;Avec un score de $SCORE$, vous surpassez la Maison Frey, Sires du Pont. La Maison Frey est l'une des plus jeunes maisons de Westeros, remontant à quelques six siècles lorsque son fondateur fut anobli et reçut des terres. Les Jumeaux, leur demeure, fut bâtie à un endroit stratégique qui permit aux Frey de prospérer grâce aux taxes prélevées sur le passage de la rivière. Les Frey devinrent rapidement l’une des plus riche et des plus puissante Maison du Trident, mais de nombreuses maisons continuèrent de les voir comme des parvenus. Après la Conquête, la Maison Frey jura fidélité à la Maison Tully. L'actuel lord, Walder Frey, accrut considérablement la puissante de la maison et s'allia avec Robb Stark dans la Guerre des Cinq Rois. Il finit cependant par le trahir quant le jeune loup rompit ses fiançailles avec l’une de ses filles.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Frey, Señores del Cruce. La Casa Frey es una de las casa más jovenes de Poniente, con tan solo seiscienteos años de existencia cuando su fundador fue recompensado con esas tierras por su servicio. Los Gemelos, su principal fortaleza se situa en un estratégico paso en el rio Forca Verde y ha permitido a los Frey prosperar garcias a los peajes cobrados por el cruce del rio. Los Frey crecieron de esta manera hasta hacerse una de las más ricas y poderosas casas del Tridente, pero la mayoría de las otras casas los miraban todavía pro enciam del hombro. Después de la Guerra de Conquista juraron lealtad a la Casa Tully. El actual señor Lord Walder Frey has expandido el prestigio y poder su casa todavía más gracías a apoyar al Rey Robb en el Norte trás su rebelión.;;;;;;;;;x
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat House Lon Lon, the Lon Lon family was instrumental in feeding nearly half of the central Hyrule.;Avec un score de $SCORE$, vous surpassez la Maison Reyne, Seigneurs de Castamere. La Maison Reyne fut l'une des plus puissantes et des plus riche maison des Terres de l'Ouest, après les Lannister. Durant le règne du faible Lord Tytos Lannister, le chef de la Maison Reyne se souleva contre son seigneur avec les Tarbeck de Château Tarbeck. Le fils et héritier de Lord Tytos, Tywin Lannister, fit plus tard marcher l'armée Lannister sur la Maison Reyne pour mâter la rébellion. Il détruisit Castamere et extermina la Maison Reyne.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Reyne, Señores de Castamere. La Casa Reyne fue una vez la más poderosa y rica casa de Occidente tras la Casa Lannister. Durante el gobierno del débil Lord Tytos Lannister, el Señor de la Casa Reyne se rebeló apoyado por la Casa Tarbeck. El hijo y heredero de Lord Tytos, Tywin lideró el ejercito que asedió el hogar de los Reyne. Al final Tywin Lannister asaltó Castamere y exterminó a la Casa Reyne.;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat House Tingle, while not great rulers house Tingle was one of the most renowned explorer families and mercantile geniuses, mapping the entire known world with unheard of accuracy and some say even some of the unknown world.;Avec un score de $SCORE$ vous surpassez la Maison Osgris de Piéferme. La Maison Osgris fut fondée environ mille ans avant la Conquête, et ils furent les maréchaux des marches du nord sous la Maison Jardinier. Après la mort du dernier Jardinier à la bataille du Champs de Feu, la prééminence des Osgris commença à diminuer. Lord Ormond Osgris perdit sa demeure de Froide-Douve lorsqu'il s’opposa publiquement au Roi Maegor I contre la suppression de la Foi Militante. Lors de la Rébellion Feunoyr, le chef de la maison, Ser Eustace Osgris, supporta Daemon Feunoyr. La rébellion fut écrasée et Osgris perdit ses trois fils à la bataille du Champ d'Herberouge. Sa fille mourut alors qu'elle était otage pour cette trahison et sa femme se suicida. Cela fit de Ser Eustace le dernier de sa lignée, jusqu’à son mariage avec Lady Rohanne Tyssier. La destinée de la Maison Osgris n'est pas connue, mais il semble qu'elle se soit éteinte avec Ser Eustace.;;;Con un resultado de $SCORE$, no has podido superar a la Casa Osgrey. Fundada un millar de años antes de la Conquista, la Casa Osgrey fue una de la mas poderosas casas del Dominio, convirtiendose en Mariscales de la Marca del Norte bajo el reinado de la Casa Gardener. Su fortuna se despúes de la caida de la Casa Gardener en el Campo de fuego cuando Ormond Osgrey se opuso a la supersión de los Hijos del Guerrero y a la Compañía Pobre por el rey Maegor, por lo que perdió sus castillos incluyendo Fosafría. Ahora los Osgrey no son más que Caballeros hacendados, intentado recuperar la gloria pasada apoyando rebeldes como Daemon Fuegoscuro quien les promotio redención.;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Kanalet, the family in which ruled the southern Kanalet islands, while for centuries they kept the nightmare creatures from overwhelming the island the family in most timelines eventually fails from treachery of their allies.;Avec un score de $SCORE$, vous surpassez la Maison Baelish des Doigts, une maison noble du Val, dont la demeure est située sur le plus petit des Doigts. Le Lord actuel, Petyr Baelish, n'est que la seconde génération de la famille anoblie. Son grand père était un chevalier errant sans terres et son père le plus petit des seigneurs. La maison est apparue avec l'arrière-grand-père de Petyr, un natif de Braavos qui vint dans le Val comme 'épée louée' au service de la Maison Corbray. Aucun membre de la maison Baelish n'a fait quoi que ce soit de remarquable... pour le moment. ;;;Con un resultado de $SCORE$, no has podido superar a la Casa Baelish, una pequeña casa noble del Valle de Arryn, cuyo hogar está localizado en el menor de los Dedos. Su último Señor, Lord Petyr Baelish solo es el segundo de la familia en poseer tierras, su abuelo solo fue un caballero errante nacido de un mercenario braavosi contratado por la Casa Corbray, y su padre solo fue el más menor de los Señores, y pese a la ambición de Lord Petyr su casa todavía no ha alcanzado grandes logros;;;;;;;;;x
