#building
ca_ho_ho_housecarl_1_desc;Housecarl are the traditional body guards of the ho_ho nobility, often armed with axes and heavy armor.;;;;;;;;;;x
ca_koridain_guard_1;Goldpikes' Barracks;;;;;;;;x
ca_koridain_guard_2;Goldpikes' Barracks;;;;;;;;x
ca_koridain_guard_3;Goldpikes' Barracks;;;;;;;;x
ca_koridain_guard_4;Goldpikes' Barracks;;;;;;;;x
ca_koridain_guard_1;The koridain Goldpikes are renowned for their skills with pikes and often gold colored cuiresses.;;;;;;;;;x
ca_elephant_pen_1_desc;It is here that fearsome war elephants are raised and trained;;;;;;;;;;x
ca_morian_longbow_1:Longbow Range;;;;;;;;x
ca_morian_longbow_2:Longbow Range;;;;;;;;x
ca_morian_longbow_3:Longbow Range;;;;;;;;x
ca_morian_longbow_4:Longbow Range;;;;;;;;x
ca_morian_longbow_1_desc;Among the Morians the longbow and archery are things of pride, usually most Morians are trained in archery first and then other forms of combat.;;;;;;;x
ca_ranger_1;Rangegrounds;;;;;;;;;x
ca_ranger_2;Rangegrounds;;;;;;;;;x
ca_ranger_3;Rangegrounds;;;;;;;;;x
ca_ranger_4;Rangegrounds;;;;;;;;;x
ca_ranger_desc;It is here that rangers, infantry skilled in combat in woodland combat, are trained;;;;;;;;;x
ca_swordsman_1;Swordsman Barracks;;;;;;;;x
ca_swordsman_2;Swordsman Barracks;;;;;;;;x
ca_swordsman_3;Swordsman Barracks;;;;;;;;x
ca_swordsman_4;Swordsman Barracks;;;;;;;;x
ca_swordsman1_desc;It is here that individuals skilled in swordsmanship are trained and housed.;;;;;;;x
ca_mercenary_office_1;Mercenary Office;;;;;;;;x
ca_mercenary_office_2;Mercenary Office;;;;;;;;x
ca_mercenary_office_3;Mercenary Office;;;;;;;;x
ca_mercenary_office_4;Mercenary Office;;;;;;;;x
ca_mercenary_office_1_desc;Port Town has been a haven for mercenaries since it was settled by humans. Most savy nobles can easily find a way to exploit these people in times of need;;;;;;;;x
ca_ordon_herdsmen_1;Ordon Herdsmen;;;;;;;;;;x
ca_ordon_herdsmen_2;Ordon Herdsmen;;;;;;;;;;x
ca_ordon_herdsmen_3;Ordon Herdsmen;;;;;;;;;;x
ca_ordon_herdsmen_4;Ordon Herdsmen;;;;;;;;;;x
ca_ordon_herdsmen_1;Ordon Herdsmen are all skilled horsemen many of whom are recruited from skilled goat herders and hands. When called to battle their tactics reflects that of  herding Ordon Goats and often said to be more stuborn than the goats they once herded.;;;;;;;;;;;x
ca_frozen_hunters_1;Chilfos Warriors;;;;;;;;x
ca_frozen_hunters_2;Chilfos Warriors;;;;;;;;x
ca_frozen_hunters_3;Chilfos Warriors;;;;;;;;x
ca_frozen_hunters_4;Chilfos Warriors;;;;;;;;x
ca_frozen_hunters_desc;The Chilfos Warriors of the Frozen Isle are renowned for the shinning scale armor and polar bear furs. Every warrior obtained their furs after slaying an Icy Plain Bear armed with only an axe and some Icy Plain Bird meat.;;;;;;;;;x
ca_kasuton_enclave_1;Magic Enclave;;;;;;;;;x
ca_kasuton_enclave_2;Magic Enclave;;;;;;;;;x
ca_kasuton_enclave_3;Magic Enclave;;;;;;;;;x
ca_kasuton_enclave_4;Magic Enclave;;;;;;;;;x
ca_kasuton_enclave_1_desc;The magic enclaves of Kasuto are places of learning where one can learn how to perfom magic. Most however do not learn enough magic before they become too old to fight so must use their magic from behind the frontlines.;;;;;;;;;;;x
ca_sarian_rivermenlist_1:Rivermen List;;;;;;;x
ca_sarian_rivermenlist_2:Rivermen List;;;;;;;x
ca_sarian_rivermenlist_3:Rivermen List;;;;;;;x
ca_sarian_rivermenlist_4:Rivermen List;;;;;;;x
ca_sarian_rivermenlist_1_desc;The Rivermen are heavily armed militia originating in Saria.;;;;;;;;;;;;;;x
ca_eldin_crow_warriors_1;Crow Warriors Shrine;;;;;;;;;x
ca_eldin_crow_warriors_2;Crow Warriors Shrine;;;;;;;;;x
ca_eldin_crow_warriors_3;Crow Warriors Shrine;;;;;;;;;x
ca_eldin_crow_warriors_4;Crow Warriors Shrine;;;;;;;;;x
ca_eldin_crow_warriors_1_desc;The Crow Warriors are a cult of horse bound warriors from the Eldin Plateaus. Most warriors ride into battle adorned in leather armor decorated with bones and feathers.;;;;;;;;;x
ca_kakarikon_sappers_1;Sapper Armory;;;;;;;;x
ca_kakarikon_sappers_2;Sapper Armory;;;;;;;;x
ca_kakarikon_sappers_3;Sapper Armory;;;;;;;;x
ca_kakarikon_sappers_4;Sapper Armory;;;;;;;;x
ca_kakarikon_sappers_1_desc;The sapper armory is a massive reinforced building, usually far away from the main building, housing large amounts of explosives. Those that use these weapons are usually carefully trained in making and detonating the contents;;;;;;;;;x
ca_stone_soldiershop_1;Stone Soldier Show;;;;;;;;;x
ca_stone_soldiershop_2;Stone Soldier Show;;;;;;;;;x
ca_stone_soldiershop_3;Stone Soldier Show;;;;;;;;;x
ca_stone_soldiershop_4;Stone Soldier Show;;;;;;;;;x
ca_stone_soldiershop_desc;It is here that stone soldiers, large golem like warriors are built and maintained.;;;;;;;;;;;;x
ca_assassin_dojo_1;Sheikah Spearmasters;;;;;;x
ca_assassin_dojo_2;Sheikah Spearmasters;;;;;;x
ca_assassin_dojo_3;Sheikah Spearmasters;;;;;;x
ca_assassin_dojo_4;Sheikah Spearmasters;;;;;;x
ca_assassin_dojo_desc;The Sheikah Spearmasters are renowned for their use of spears and polearms.;;;;;;;x
ca_culture_gerudo_house_1;Gerudo Blockhouse;;;;;;;;x
ca_culture_gerudo_house_2;Gerudo Blockhouse;;;;;;;;x
ca_culture_gerudo_house_3;Gerudo Blockhouse;;;;;;;;x
ca_culture_gerudo_house_4;Gerudo Blockhouse;;;;;;;;x
ca_culture_gerudo_house_1_desc;Most gerudo live in fortresses cities frequently are little more than fortresses with larger markets. It is in blockhouses that most gerudo live;;;;;;;;;x
ca_horse_archery_1;Gerudo Stable;;;;;;;;x
ca_horse_archery_2;Gerudo Stable;;;;;;;;x
ca_horse_archery_3;Gerudo Stable;;;;;;;;x
ca_horse_archery_4;Gerudo Stable;;;;;;;;x
ca_horse_archery_desc;The gerudo are proud of their horses and prefer to fight from afar when they can.;;;;;;;;x
ca_wall_wt;Floating Castle;;;;;;;;;x
ca_wall_wt_desc;After centuries of inhabitation by the wind tribe the walls and ground have been saturated with wind magic to the point that the very land begins to float above ground.;;;;;;;x
ca_wind_armosshop_1;Armos Shop;;;;;;;x
ca_wind_armosshop_2;Armos Shop;;;;;;;x
ca_wind_armosshop_3;Armos Shop;;;;;;;x
ca_wind_armosshop_4;Armos Shop;;;;;;;x
ca_wind_armosshop_desc;With the aid of piccori the Wind Tribe can create complex machanised warriors;;;;;;;x
ca_wiz_tower_1;Wizzard Tower;;;;;;;x
ca_wiz_tower_2;Wizzard Tower;;;;;;;x
ca_wiz_tower_3;Wizzard Tower;;;;;;;x
ca_wiz_tower_4;Wizzard Tower;;;;;;;x
ca_wiz_tower_1_desc;An additional keep in which the castles lords keeps and trains his mage servents;;;;;;;x
ca_keaton_dojo_1;Keaton Dojo;;;;;;;;;x
ca_keaton_dojo_2;Keaton Dojo;;;;;;;;;x
ca_keaton_dojo_3;Keaton Dojo;;;;;;;;;x
ca_keaton_dojo_4;Keaton Dojo;;;;;;;;;x
ca_keaton_dojo_1_desc;It is here that the keaton warriors are taught more advanced techniques.;;;;;;;;;x
ca_flight_school_1;Flight School;;;;;;x
ca_flight_school_2;Flight School;;;;;;x
ca_flight_school_3;Flight School;;;;;;x
ca_flight_school_4;Flight School;;;;;;x
ca_flight_school_1_desc;It is here that young warriors are taught advance combat manuvers;;;;;;;;x
ca_anouki_shaman_1;Anouki Shamans;;;;;;;x
ca_anouki_shaman_2;Anouki Shamans;;;;;;;x
ca_anouki_shaman_3;Anouki Shamans;;;;;;;x
ca_anouki_shaman_4;Anouki Shamans;;;;;;;x
ca_anouki_shaman_1_desc;The anouki are one of the rare none human races capable of magic, however their magic is narrow, they can only freeze water. However a skilled shaman is capable of freezing any amount of water.;;;;;;;;x
ca_lokomo_steamarms_1;Lokomo Steam Arms;;;;;;;;;x
ca_lokomo_steamarms_2;Lokomo Steam Arms;;;;;;;;;x
ca_lokomo_steamarms_3;Lokomo Steam Arms;;;;;;;;;x
ca_lokomo_steamarms_4;Lokomo Steam Arms;;;;;;;;;x
ca_lokomo_steamarms_1_desc;The lokomo warriors sometime remove their arms in place of mechanical constructs to be used in war. These half machine warriors are even fierce warriors after their replacement.;;;;;;;;;;;x
ca_nh_elite_guard_1;Elite Guard Barracks;;;;;;;;x
ca_nh_elite_guard_2;Elite Guard Barracks;;;;;;;;x
ca_nh_elite_guard_3;Elite Guard Barracks;;;;;;;;x
ca_nh_elite_guard_4;Elite Guard Barracks;;;;;;;;x
ca_nh_elite_guard_1_desc;The elite guard are made up of those that have proven their loyalty to the house family and are often attached to guard family members and valuble guests.;;;;;;;;;;x
ca_papuchian_sailbows_1;Papuchian Sailbows;;;;;;;x
ca_papuchian_sailbows_2;Papuchian Sailbows;;;;;;;x
ca_papuchian_sailbows_3;Papuchian Sailbows;;;;;;;x
ca_papuchian_sailbows_4;Papuchian Sailbows;;;;;;;x
ca_papuchian_sailbows_1_desc;The papuchian sailbows are large bows made of the palm trees from papuchia, despite their size their weight is that of a Morian longbow.;;;;;;;;x
ca_sky_knight_stable_1;Pegasus Stables;;;;;;;x
ca_sky_knight_stable_2;Pegasus Stables;;;;;;;x
ca_sky_knight_stable_3;Pegasus Stables;;;;;;;x
ca_sky_knight_stable_4;Pegasus Stables;;;;;;;x
ca_sky_knight_stable_1_desc;A large keep like stable in which houses pegasuses.;;;;;;;x
ca_zuna_stables_1;Camel Stable;;;;;;;;;x
ca_zuna_stables_2;Camel Stable;;;;;;;;;x
ca_zuna_stables_3;Camel Stable;;;;;;;;;x
ca_zuna_stables_4;Camel Stable;;;;;;;;;x
ca_zuna_stables_1_desc;A larger stable in which camels are housed.;;;;;;;;x
ca_zora_knight_list_1;Lightscale Guard;;;;;;;z
ca_zora_knight_list_2;Lightscale Guard;;;;;;;z
ca_zora_knight_list_3;Lightscale Guard;;;;;;;z
ca_zora_knight_list_4;Lightscale Guard;;;;;;;z
ca_zora_knight_list_1_desc;The Zora Knights typically go into battle wearing heavy coral armor, it is here where they hold racing compatitions and melees.;;;;;;;;x
ca_zora_coast_guard_1;Zora Coast Guard;;;;;;;;;x
ca_zora_coast_guard_2;Zora Coast Guard;;;;;;;;;x
ca_zora_coast_guard_3;Zora Coast Guard;;;;;;;;;x
ca_zora_coast_guard_4;Zora Coast Guard;;;;;;;;;x
ca_zora_coast_guard_1_desc;The Sea Zora are very protective of their coasts. When called upon most peasents go to war with fishbone bows and coral spears.;;;;;;;;x
ca_zola_reavers_1;Zola Reavers;;;;;;;x
ca_zola_reavers_2;Zola Reavers;;;;;;;x
ca_zola_reavers_3;Zola Reavers;;;;;;;x
ca_zola_reavers_4;Zola Reavers;;;;;;;x
ca_zola_reavers_1_desc;The Zola are fiercly territorial of their rivers. Any who comes close to the shores are met with hordes of zolas armed with any weapon they can obtain.;;;;;;;x
ca_berserkers_1;Berserkers;;;;;;;;x
ca_berserkers_2;Berserkers;;;;;;;;x
ca_berserkers_3;Berserkers;;;;;;;;x
ca_berserkers_4;Berserkers;;;;;;;;x
ca_berserkers_1_desc;Berserkers are common in some cultures frequently they go into battle with little regard for their own saftey usually wielding multiple weapons or one large weapon.;;;;;;;x
ca_twiliduskknights_1;Dusk Knight List;;;;;;;;;x
ca_twiliduskknights_2;Dusk Knight List;;;;;;;;;x
ca_twiliduskknights_3;Dusk Knight List;;;;;;;;;x
ca_twiliduskknights_4;Dusk Knight List;;;;;;;;;x
ca_twiliduskknights_1_desc;The Knights of twili are very similar to that of Hyrule but do to the lack of ridable animals in the Twilight Realm most go to battle on foot.;;;;;;;;;x
ca_shadow_den_1;Shadow Den;;;;;;;;x
ca_shadow_den_2;Shadow Den;;;;;;;;x
ca_shadow_den_3;Shadow Den;;;;;;;;x
ca_shadow_den_4;Shadow Den;;;;;;;;x
ca_shadow_den_1_desc;The art of creating shadow beast has been outlawed by everysingle tribe in the Twilight Realm however certain cults practice this forbiden and perverse art in secret.;;;;;;;;;;x
ca_loftwing_roost_1;Loftwing Roost;;;;;;;;;x
ca_loftwing_roost_2;Loftwing Roost;;;;;;;;;x
ca_loftwing_roost_3;Loftwing Roost;;;;;;;;;x
ca_loftwing_roost_4;Loftwing Roost;;;;;;;;;x
ca_loftwing_roost_1_desc;The Loftwing have borne mailed armored warriors for mellinia. However most loftwing require large areas to sleep and the practicle is making a large tower to house them.;;;;;;;;;x
ca_lynel_den_1;Lynel Den;;;;;;;;;;x
ca_lynel_den_2;Lynel Den;;;;;;;;;;x
ca_lynel_den_3;Lynel Den;;;;;;;;;;x
ca_lynel_den_4;Lynel Den;;;;;;;;;;x
ca_lynel_den_1_desc;The Lynel are a mutation of the lynol most lynol however are little more than berserkers raging through enemy ranks.;;;;;;;;;;x
ca_girrin_windrunner_1;Girrin Windrunner;;;;;;;x
ca_girrin_windrunner_2;Girrin Windrunner;;;;;;;x
ca_girrin_windrunner_3;Girrin Windrunner;;;;;;;x
ca_girrin_windrunner_4;Girrin Windrunner;;;;;;;x
ca_girrin_windrunner_1_desc;The Girrin have an abnormally large number of individuals with magic abilities, most however require a instrument to use this magic.;;;;;;;x
ct_hyrulean_dojo_1;Kendo Dojo;;;;;;;x
ct_hyrulean_dojo_2;Kendo Dojo;;;;;;;x
ct_hyrulean_dojo_3;Kendo Dojo;;;;;;;x
ct_hyrulean_dojo_4;Kendo Dojo;;;;;;;x
ct_hyrulean_dojo_1_desc;A hold over from the days of Skyloft these dojos teach children and adults advanced sword techniques.;;;;;;x
ct_hyrulean_agriculture_1;Hyrulean Farm;;;;;;;;x
ct_hyrulean_agriculture_2;Medium Hyrulean Farm;;;;;;;;x
ct_hyrulean_agriculture_3;Large Hyrulean Farm;;;;;;;;x
ct_hyrulean_agriculture_1_desc;A common farm with crops consisting of wheat and pumpkins, along with a few cuccos.;;;;;;;;;x
ct_hyrulean_agriculture_2_desc;A medium farm with  crops consisting of wheat and pumpkins, with several large pastures for cows.;;;;;;;;x
ct_hyrulean_agriculture_3_desc;A large farm  with crops consisting of wheat and pumpkins, with a central horse coral.;;;;;;;x
ct_lybrinna_agriculture_4;Gasha Farm;;;;;;;;;x
ct_lybrinna_agriculture_4_desc;The farm grows Gasha trees which seem to grow magical items.;;;;;;;;x
ct_ordon_agriculture_1;Small Ordon Farm;;;;;;;x
ct_ordon_agriculture_2;Small Ordon Ranch;;;;;;;x
ct_ordon_agriculture_3;Ordon Ranch;;;;;;;x
ct_ordon_agriculture_1_desc;A small ordonion farm growing wheat and ordonion pumpkins;;;;;;;;;x
ct_ordon_agriculture_2_desc;A ordonion farm growing wheat and ordonion pumpkins, in addition they have a few small herds of ordon goats;;;;;;;;;;x
ct_ordon_agriculture_3_desc;A ordonion farm growing large fields of wheat and having several herds of ordonion goats.;;;;;;;;;;x
ct_hytopian_economy_4;Garment District;;;;;;;;;;x
ct_hytopian_economy_4_desc;A seperate district in which caters to clothes making primarily for the rich.;;;;;;;;x
ct_hytopian_agriculture_4;Silk Farm;;;;;;;;x
ct_hytopian_agriculture_4_desc;A large orchard given over to raising silkwarm.;;;;;;;;x
ct_tolemac_education_4;Astronomy Tower;;;;;;;;x
ct_tolemac_education_4_desc;This city houses a tower given over to documenting the stars.;;;;;;;;;x
ct_culture_gerudo_house_1;Gerudo Block Houses;;;;;;;;x
ct_culture_gerudo_house_2;Gerudo Block Houses;;;;;;;;x
ct_culture_gerudo_house_3;Gerudo Block Houses;;;;;;;;x
ct_culture_gerudo_house_4;Gerudo Block Houses;;;;;;;;x
ct_culture_gerudo_house_1_desc;Spread throughout the city are a number of blockhouses in which most citizens live in. Each family has an individual apartment but in times of war can be used in defense.;;;;;;;x
ct_wall_6;Floating Walls;;;;;;;;;;x
ct_wind_wall_6_desc;After centuries of inhabitation by the wind tribe the walls and ground have been saturated with wind magic to the point that the very land begins to float above ground.;;;;;;;x
ct_windtribe_agriculture_1;Terraced Farm;;;;;;;;;x
ct_windtribe_agriculture_2;Terraced Farm;;;;;;;;;x
ct_windtribe_agriculture_3;Terraced Farm;;;;;;;;;x
ct_windtribe_agriculture_1_desc;A farm that has been carved into the mountains and built up allowing for crops to be farmed.;;;;;;;;x
ct_wiz_college_1;Wizzrobe Library;;;;;;;;x
ct_wiz_college_2;Wizzrobe School;;;;;;;;;x
ct_wiz_college_3;Wizzrobe College;;;;;;;;x
ct_wiz_college_1_desc;A library containing both arcane and munday books hosting classes on the weekends;;;;;;;;;x
ct_wiz_college_2_desc;A school which teaches both the non-magical and magical citizens.;;;;;;;;;;;x
ct_wiz_college_3_desc;A school which teaches those capable of magic advanced forms of magic.;;;;;;;;;x
ct_anouki_economy_4_desc;A district containing large vats of water in which shamans create mega ice. The ice can also be turned into arrow heads during war, allowing the arrows to break through armor.;;;;;;;;;x
ct_anouki_economy_4;Frozen District;;;;;;;;;;x
ct_aquatic_agriculture_1;Fishing Shacks;;;;;;;;x
ct_aquatic_agriculture_2;Fishery;;;;;;;;x
ct_aquatic_agriculture_3;Fish Farm;;;;;;;x
ct_aquatic_agriculture_1_desc;Many Shacks situated around a body of water.;;;;;;;;;x
ct_aquatic_agriculture_2_desc;The fishing industry is more organized.;;;;;;;;;x
ct_aquatic_agriculture_3_desc;The fishing industry has now started raising fish on a large scale.;;;;;;;x
ct_zora_economy_4;Coral Farm;;;;;;;;x
ct_zora_economy_4_desc;A seperate district devoted to growing Zora coral on an industrial scale.;;;;;;;;;x
ct_ikanan_economy_4;Music District;;;;;;;;;x
ct_ikanan_economy_4_desc;The district is given over to musical entertainment, street and theater.;;;;;;;x
ct_lorule_economy_3;Back Alley Stores;;;;;;;;x
ct_lorule_economy_3_desc;In the back alley of the markets most of the guards are paid off and the money eventually makes it to the stop to avoid crackdowns.;;;;;;;;x
ct_lorule_economy_4;Illegal District;;;;;;;;x
ct_lorule_economy_4_desc;In this district guards never patrol and one can buy almost anything.;;;;;;;x
ct_knight_acadamy_1;Knight Acadamy;;;;;;;;x
ct_knight_acadamy_2;Knight Acadamy;;;;;;;;x
ct_knight_acadamy_3;Knight Acadamy;;;;;;;;x
ct_knight_acadamy_4;Knight Acadamy;;;;;;;;x
ct_knight_acadamy_desc;It is here that any who have the money can enroll their children into the acadamy in hopes of recieving knighthood.;;;;;;;;x
ct_skyloftagriculture_1;Pumpkin Farm;;;;;;;;;x
ct_skyloftagriculture_2;Pumpkin Farm;;;;;;;;;x
ct_skyloftagriculture_3;Pumpkin Farm;;;;;;;;;x
ct_skyloftagriculture_desc;The Skyloft pumpkin is capable of being grown in any type of dirt, it also is delicious.;;;;;;;;;;x
ca_moblin_barracks_1;Moblin Barracks;;;;;;;;;x
ca_moblin_barracks_2;Moblin Barracks;;;;;;;;;x
ca_moblin_barracks_3;Moblin Barracks;;;;;;;;;x
ca_moblin_barracks_4;Moblin Barracks;;;;;;;;;x
ca_moblin_barracks_5;Moblin Barracks;;;;;;;;;x
ca_moblin_barracks_6;Moblin Barracks;;;;;;;;;x
ca_moblin_barracks_1_desc;A fortified building in most of the well trained moblins live.;;;;;;;;;x
ca_moblin_raider_barracks_1;Raider Barracks;;;;;;;;;;;;;;;x
ca_moblin_raider_barracks_2;Raider Barracks;;;;;;;;;;;;;;;x
ca_moblin_raider_barracks_3;Raider Barracks;;;;;;;;;;;;;;;x
ca_moblin_raider_barracks_4;Raider Barracks;;;;;;;;;;;;;;;x
ca_moblin_raider_barracks_5;Raider Barracks;;;;;;;;;;;;;;;x
ca_moblin_raider_barracks_6;Raider Barracks;;;;;;;;;;;;;;;x
ca_moblin_raider_barracks_1_desc;A fortified building in which the poorly trained moblins live, primarily trained for attacking enemy positions before battle;;;;;;;;;x
ca_bokoblin_clubbers_hovel_1;Clubbers Hovel;;;;;;;;;x
ca_bokoblin_clubbers_hovel_2;Clubbers Hovel;;;;;;;;;x
ca_bokoblin_clubbers_hovel_3;Clubbers Hovel;;;;;;;;;x
ca_bokoblin_clubbers_hovel_4;Clubbers Hovel;;;;;;;;;x
ca_bokoblin_clubbers_hovel_5;Clubbers Hovel;;;;;;;;;x
ca_bokoblin_clubbers_hovel_6;Clubbers Hovel;;;;;;;;;x
ca_bokoblin_clubbers_hovel_1_desc;Poorly made structures, usually of wood or twigs, in which the lowest ranked bokoblins live, often going into battle with whatever they can grab, usually parts of their homes.;;;;;;;;;x
ca_bokoblin_archer_hovel_1;Archer Hovel;;;;;;;;;x
ca_bokoblin_archer_hovel_2;Archer Hovel;;;;;;;;;x
ca_bokoblin_archer_hovel_3;Archer Hovel;;;;;;;;;x
ca_bokoblin_archer_hovel_4;Archer Hovel;;;;;;;;;x
ca_bokoblin_archer_hovel_5;Archer Hovel;;;;;;;;;x
ca_bokoblin_archer_hovel_6;Archer Hovel;;;;;;;;;x
ca_bokoblin_archer_hovel_1_desc;A poorly made set of structures that can double as lookout towers and archery rangers, in which the most accurate bokoblins live.;;;;;;;;;x
ca_bokoblin_captain_camp_1;Captain Barracks;;;;;;;;;x
ca_bokoblin_captain_camp_2;Captain Barracks;;;;;;;;;x
ca_bokoblin_captain_camp_3;Captain Barracks;;;;;;;;;x
ca_bokoblin_captain_camp_4;Captain Barracks;;;;;;;;;x
ca_bokoblin_captain_camp_5;Captain Barracks;;;;;;;;;x
ca_bokoblin_captain_camp_6;Captain Barracks;;;;;;;;;x
ca_bokoblin_captain_camp_1_desc;A building in which most of the well trained bokoblins live, often going to battle with stolen weapons or crudely made metal weapons.;;;;;;;;;x
ca_bulblin_quarters_1;Clubber Quarters;;;;;;;;;x
ca_bulblin_quarters_2;Clubber Quarters;;;;;;;;;x
ca_bulblin_quarters_3;Clubber Quarters;;;;;;;;;x
ca_bulblin_quarters_4;Clubber Quarters;;;;;;;;;x
ca_bulblin_quarters_5;Clubber Quarters;;;;;;;;;x
ca_bulblin_quarters_6;Clubber Quarters;;;;;;;;;x
ca_bulblin_quarters_1_desc;A fortified building in which those bulblin that display skill with clubs and melee weapons usually live.;;;;;;;;;x
ca_bulblin_guard_quarters_1;Guard Quarters;;;;;;;;;x
ca_bulblin_guard_quarters_2;Guard Quarters;;;;;;;;;x
ca_bulblin_guard_quarters_3;Guard Quarters;;;;;;;;;x
ca_bulblin_guard_quarters_4;Guard Quarters;;;;;;;;;x
ca_bulblin_guard_quarters_5;Guard Quarters;;;;;;;;;x
ca_bulblin_guard_quarters_6;Guard Quarters;;;;;;;;;x
ca_bulblin_guard_quarters_1_desc;A structure in which the bulblin expected to guard camps live.;;;;;;;;;x
ca_bullbos_pen_1;Bulbos Pen;;;;;;;;;x
ca_bullbos_pen_2;Bulbos Pen;;;;;;;;;x
ca_bullbos_pen_3;Bulbos Pen;;;;;;;;;x
ca_bullbos_pen_4;Bulbos Pen;;;;;;;;;x
ca_bullbos_pen_5;Bulbos Pen;;;;;;;;;x
ca_bullbos_pen_6;Bulbos Pen;;;;;;;;;x
ca_bullbos_pen_1_desc;A well fortified pen in which bulbos are raised.;;;;;;;;;x
ca_blin_hovel_1;Castle Hovels;;;;;;;;;x
ca_blin_hovel_2;Castle Hovels;;;;;;;;;x
ca_blin_hovel_3;Castle Hovels;;;;;;;;;x
ca_blin_hovel_4;Castle Hovels;;;;;;;;;x
ca_blin_hovel_5;Castle Hovels;;;;;;;;;x
ca_blin_hovel_6;Castle Hovels;;;;;;;;;x
ca_blin_hovel_1_desc;Little more than a collection of shacks that cling to the side of the castle's walls. Most of the inhabitants are non-blin slaves and the weakest of blins.;;;;;;;;;x
ct_moblin_highwaymen_1;Moblin Slums;;;;;;;;;;;x
ct_moblin_highwaymen_2;Moblin Slums;;;;;;;;;;;x
ct_moblin_highwaymen_3;Moblin Slums;;;;;;;;;;;x
ct_moblin_highwaymen_4;Moblin Slums;;;;;;;;;;;x
ct_moblin_highwaymen_5;Moblin Slums;;;;;;;;;;;x
ct_moblin_highwaymen_6;Moblin Slums;;;;;;;;;;;x
ct_moblin_highwaymen_1_desc;Poorly made and highly flammible section of the city in which most of the moblin criminals come from.;;;;;;;;;x
ct_bokoblin_thieves_1:Bokoblin Slums;;;;;;;;;;;x
ct_bokoblin_thieves_2:Bokoblin Slums;;;;;;;;;;;x
ct_bokoblin_thieves_3:Bokoblin Slums;;;;;;;;;;;x
ct_bokoblin_thieves_4:Bokoblin Slums;;;;;;;;;;;x
ct_bokoblin_thieves_5:Bokoblin Slums;;;;;;;;;;;x
ct_bokoblin_thieves_6:Bokoblin Slums;;;;;;;;;;;x
ct_bokoblin_thieves_1_desc;The bokoblin slums, usually made of mud or twigs, where most of the bokoblin thieves come from;;;;;;;;;;;x
ct_bulblin_bandits_1;Bulblin Bandit dugouts;;;;;;;;;;;;;;x
ct_bulblin_bandits_2;Bulblin Bandit dugouts;;;;;;;;;;;;;;x
ct_bulblin_bandits_3;Bulblin Bandit dugouts;;;;;;;;;;;;;;x
ct_bulblin_bandits_4;Bulblin Bandit dugouts;;;;;;;;;;;;;;x
ct_bulblin_bandits_5;Bulblin Bandit dugouts;;;;;;;;;;;;;;x
ct_bulblin_bandits_6;Bulblin Bandit dugouts;;;;;;;;;;;;;;x
ct_bulblin_bandits_1_desc;A ring of sod buildings in which most of the bulblin bandit gangs stay when they aren't attacking others.;;;;;;;;;;;x
tp_hovel_1;Temple Hovel;;;;;;;;;;;x
tp_hovel_2;Temple Hovel;;;;;;;;;;;x
tp_hovel_3;Temple Hovel;;;;;;;;;;;x
tp_hovel_4;Temple Hovel;;;;;;;;;;;x
tp_hovel_5;Temple Hovel;;;;;;;;;;;x
