#In same order as event folder
#
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#conversion
conversion8_desc;Although every civilized being in Hyrule know Hylian is the true language of communication, this new Port language does have functionality. I have therefore prevailed upon a member of my court to adopt this for everyday use.;;;;;;;;;x
conversion8A;A most useful development;;;;;;;;;x
conversion9_desc;I was considering important business when I had an amazing insight. To strengthen my holdings I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running business.;;;;;;;;;x
conversion9A;Sometimes I event surprise myself.;;;;;;;;;x
conversion10_desc;My liege has persuaded me to embrace this notion of Portness that is sweeping the realm.;;;;;;;;;x
conversion10A;This will surely be profitable.;;;;;;;;;x
conversion11_desc;As the Morians in the Grindle lands settle and adapt to their new terrain most of defenders find that the horse is far more useful than their traditional long bows. Many of the commoners prefer to teach their sons and daughters to ride the horse than aim the bow and some even ridicule those that still use the long bow that for centuries have kept us safe from the monstrous hordes.;;;;;;;;x
conversion11A;They are not true Morians!;;;;;;;x 
conversion11B;The old ways are of no use.;;;;;;x
conversion11C;They are Grindles now;;;;;;;;x
conversion12_desc;The locals of [Root.GetName] have been in a panic after children recently have been born not as tadpoles but as human like children with beaks. The locals are blamming the mountain air and mineral rich water.;;;;;;;;;x
conversion12A;The locals have taken to calling them Rito after the zora word for bird.;;;;;;;;x
conversion13;The locals of [Root.GetName] have stopped considering themselves Hyruleans and prefer calling themselves New Hyruleans. While they still speak Hylian their alphebet has changed and they have adopted strange fashion and accents.;;;;;;;x
conversion13A;They are New Hyruleans now.;;;;;;x
conversion14;The locals of [Root.GetName] have stopped considering themselves Cobble and prefer calling themselves Papuchians. They dress in strange clothes and have started speaking a dialect that sounds like the local Lokomo language and Hylian combined.;;;;;;;;x
conversion14A;They have abandoned the perfect culture for.;;;;;;;;x
#courtier
HKC.0;Imp In The Garden;;;;;;;;;x
EVTNAMEHKC.0;Twili In The Garden;;;;;;;;;x
DESC_HKC.0;As I walk through the garden at dusk the movement of something in the bushes catches my eye.;;;;;;;;;x
HKC0A;Call the guards;;;;;;;;;x
HKC0B;Get a close look.;;;;;;;;;x
HKC0C;It must be my mind playing tricks on me;;;;;;;;;x
DESC_HKC.1;Something dark appears out of the corner of my eye right as the guards round the corner and into the creature. After a brief strugle the guards drag a short hidous creature with glowing hair and lines accross it's body. The thing quickly explains that it was cursed and banished by a cruel ruler from a land of eternal twilight.;;;;;;;;;x
HKC1A;Throw it in a cell for questioning.;;;;;;;;;x
HKC1B;Offer shelter.;;;;;;;;;x
HKC1C;Get rid of it.;;;;;;;;;x
DESC_HKC.2;The guards arrive within seconds and quickly search the bush and every one around it, but report not finding anything.;;;;;;;;;x
DESC_HKC.3;As I approach the bush I hear a rustle noise. A weak voice speaks out and explains that it was cursed and banished by a cruel king from a land far away.;;;;;;;;;x
HKC3B;You may stay in my court till you can return.;;;;;;;;;x
HKC3C;Leave now and you will face no repercussions.;;;;;;;;;x
DESC_HKC.4;Something dark appears out of the corner of my eye right as the guards round the corner and into the creature. After a brief strugle the guards drag a short hidous creature with glowing hair and lines accross it's body.;;;;;;;;;x
DESC_HKC.5;As I was retireing from the throne room a pair of guards entered unannounced escorting a robed woman. The guards explain that she was found attempting to enter through the main gates and refused to leave without talking to me.;;;;;;;;;x
HKC5A;She can talk to the dungeoun master.;;;;;;;;;x
HKC5B;Go on.;;;;;;;;;x
HKC5C;Not interested.;;;;;;;;;x
DESC_HKC.6;The woman explains that she is a princess from a land not on any map because of a neighboring kingdom conquering her kingdom. She goes on to say she has been hiding in my land with some guardians but they have been slowly killed by the inhabitants and now has no other place to seek shelter.;;;;;;;;;x
HKC6A;She may stay in my kingdom till she can return to her homeland.;;;;;;;;;x
HKC6B;You neighbor would pay to have you back.;;;;;;;;;x
HKC6C;You may stay and recover but must leave when you can.;;;;;;;;;x
DESC_HKC.7;As I was sureveying my demesne me and my party came across the scene of a fierce battle, six men in bizzare armor each surrounded by scores of bokoblin corpses and the remains of another man similarly dressed near a woman. Upon closer inspection by my party's healer she informs me that the man guarding the woman is still breathing but barely, he needs a potion immediatly or he will perish.;;;;;;x
HKC7A;Make his passing as painless as possible.;;;;;;;;;x
HKC7BR;Use my red potion.;;;;;;;;;x
HKC7BB;Use my blue potion.;;;;;;;;;x
HKC7BF;Use my bottled fairy.;;;;;;;;;x
HKC7C;This is none of our business.;;;;;;;;;x
DESC_HKC.8;With the healers care the man recovered enough to talk, he revealed that his party is from a land not on the maps that had been conquered by it's neighbor they were escorting the surviving princess before being attacked by the Bokoblins. He asked after the princess's health and upon learning of her fate was in no condition to talk.;;;;;;;;;x
HKC8A;See that he recovers before sending him on his way.;;;;;;;;;x
HKC8B;Offer him a place in my court when he recovers.;;;;;;;;;x
HKC8C;We have done enough for him.;;;;;;;;;x
DESC_HKC.9;The healer reported that the man had passed before he did he asked if the princess was uninjured, he assumed the woman was who he was asking, the healer said that he told him she was.;;;;;;x
HKC9A;I hope he finds peace.;;;;;;;;;x
DESC_HKC.10;As I was sureveying my demesne me and my party came across the scene of a fierce battle, six men in bizzare armor each surrounded by scores of bokoblin corpses and the remains of another man similarly dressed near a woman. Upon closer inspection by my party's healer she informs me that the man and woman are both living but if he tries to help both they will probably both die as he does not have enough red potion for two and the one he doesn't help will die.;;;;;;;;;x
HKC10A;Help the man.;;;;;;;;;x
HKC10B;Help the woman.;;;;;;;;;x
HKC10C;Help both.;;;;;;;;;x
DESC_HKC.11;Thanks to the healer the man survived he explained that he and is brothers were sent to this world to find shelter for their princess.;;;;;;;;;x
DESC_HKC.12;Despite the healers help the man passed away his last words were to ask if the princess was ok.;;;;;;;;;x
DESC_HKC.13;Thanks to the healer the woman survives she explains that she and her knights were driven from their homes by a warlike neighbor.;;;;;;;;;x
DESC_HKC.14;Despite the healers help the woman passed away her last words were to aski if her knights were ok.;;;;;;;;;x
DESC_HKC.15;The healer explains that he can split the potion but the chances of them both living is slim, unless I have another potion then he could give it to the woman.;;;;;;;;;x
HKC15A;Nevermind, help the man.;;;;;;;;;x
HKC15B;Nevermind, help the woman.;;;;;;;;;x
HKC15C;Give both half.;;;;;;;;;x
DESC_HKC.16;Both recover enough to talk after a brief reunion the woman explains that she is a princess from a land far away, but do to turmoil in her homelands it is no longer safe for her so they came to this land in hopes of finding shelter. Both give their gratituted and are both eternally gratefull for you hope.;;;;;;;;;x
HKC16A;See that they are well taken care of till they recover fully.;;;;;;;;;x
HKC16B;They both could stay at my court till it is safe to return to their homeland.;;;;;;;;;x
HKC16C;They can take care of themselves now.;;;;;;;;;x
DESC_HKC.17;The healer explains that he is sorry to say that he could not save them but they were able live long enough to talk before they passed.;;;;;;;x
HKC17A;I hope they find peace.;;;;;;;;;x
DESC_HKC.x1;As I was surveying a river in my demesne a splash and a call for help came from the river. A several feet into the deeper parts of the river is a child struggling to stay afloat and calling for help.;;;;;;;;;x
HKCx1A;Before I know what is happening I find myself diving into the river and heading to the child.;;;;;;;;;x
HKCx1B;Before I know what is happening one of the scouts is diving into the river and swimming to the child.;;;;;;;;;x
DESC_HKC.x2;As the child is dragged to the river it starts coughing and getting in a gulp of air. The child explains that it was traveling with their flock when they hit a downgust and could only try to land into the river instead of the ground.;;;;;;;;;x
HKCx2A;You may stay and recover till your flock returns.;;;;;;;;;x
HKCx2B;I'll see that you find a good home till your flock returns.;;;;;;;;;x
DESC_HKC.x3;As I reach the child and start swimming back to shore I find myself struggling to keep my head above water.;;;;;;;;;x
HKCx3A;I will not leave the child behind!;;;;;;;;;x
HKCx3B;I'm sorry.;;;;;;;;;x
DESC_HKC.x4;As I sink under the surface I see the child plucked from the water. My vision starts to fade as the water invades my lungs as the panic sets in. My last thoughts is at least the child will live.;;;;;;;;;x
HKCx4A;It is a good death.;;;;;;;;;x
#culture
culture0_DESC;As I stand in the forge the heat from the furnaces and the ringing of metal on metal. When I start making my armor the fortress will guide me through the process. Of course I can always pay him to make the armor for me.;;;;;;;;;x
culture0A;It's time to start;;;;;;;;x
culture0B;I'll pay him to make it;;;;;;;;;;;x 
culture1_DESC;As I stand over my finished suit of armor the final step in making the armor is decoration. Traditionally the armor is simply given ones Legion icon or their house icon, or personal icon on the chest. Some add prayers or sayings in Darknut along the edges of the pauldroms and headcrest.The last step is almost never done by the original forger and either done by an artistan or skilled smith. The only question is if I have any words added to my armor.;;;;;;;;;x
culture1A;It is perfect as is;;;;;;;;;x
culture1B;I'll have the goddesses names on my armor edges;;;;;;;;x
culture1C;I'll have the codes on the edges;;;;;;;x
culture1D;I'll have the names of my parents and grandparents on the edge.;;;;;;;;x
culture2_DESC;I stand in the forge pondering what form my weapon should take. A sword is the traditional weapon but a mace is an acceptable weapon.;;;;;;;;x
culture2A;The Sword;;;;;;;;;;;x
culture2B;The Sword and someone else will make it;;;;;;;;;;x
culture2C;The Mace;;;;;;;;;;;;;x
culture2D;The Mace and someone else will make it;;;;;;;;;;x
culture3_DESC;I stand over my finished sword, it is tradition to decorate the center with writing, usually the owners name or family name.;;;;;;;;x
culture3A;My name will be enough;;;;;;;;;x
culture3B;I'll have Din's name enscribed on it;;;;;;;;;x
culture3C;I'll have my favorite code enscribed;;;;;;;;;x
#fairy
DESC_FAIRY.0;I am awoken in the morning to a suddent yell of "Hey! Wake Up!" and find a fairy floating above me.;Je réveillé le matin pour un cri suddent de " Hey ! Wake Up! " et de trouver une fée flottant au-dessus de moi.;Ich bin am Morgen zu einem suddent Schrei aufgewacht "Hey! Wach auf! " und finden Sie eine Fee über mir schweben.;;Me despertaron en la mañana a un grito suddent de " Hey ! Wake Up ! " y encontrar un hada flotando por encima de mí .;;;;;;;;;x
OPFAIRY.0A;Does this mean I finally have a fairy friend!?;Est- ce que cela signifie que j'ai enfin un ami de fées !?;Heißt das, ich habe endlich eine Fee Freund !?;;¿Esto significa que por fin tengo un amigo de hadas !?;;;;;;;;x
DESC_FAIRY.1;My ward came running into my chambers trailed by fairy. They explained that they were finally chosen by a fairy.;Mon service est arrivé en courant dans mes chambres traînées par fée. Ils ont expliqué qu'ils ont finalement été choisis par une fée .;Meine Station kam mir in den Kammern von Fee schleppte läuft. Sie erklärten, dass sie von einer Fee schließlich ausgewählt wurden.;;Mi barrio entró corriendo en mis cámaras perdían por hadas. Explicaron que finalmente fueron elegidos por un hada .;;;;;;;;;x
OPFAIRY.1A;They are truly favored by [Root.Religion.GetRandomGodName].;[Root.Religion.GetRandomGodName] les favorise vraiment.;[Root.Religion.GetRandomGodName] begünstigt sie wirklich.;;[Root.Religion.GetRandomGodName] verdaderamente les favorece .;;;;;;;;;x
#item
DESC_item.0;I stand in the market square seeing multiple stalls, many so crowded that I can't see the seller or what they are selling, and others with a collection of produce.;;;;;;;;;x
OPITEMPOTION;I need to find the potion maker.;;;;;;;;;x
OPITEMGENERAL;I need to find the general store.;;;;;;;;;x
OPITEMCLOTHING;I need to find a good tailor.;;;;;;;;;x
OPITEMILLEGAL;I need to find.....a guy.;;;;;;;;;;x
OPITEMWASTE;I'm better off saving my money.;;;;;;;;;x
DESC_item.1;As I walk in I see the owner, an elderly woman stroking a small tiger. "Oh Dearie are you here for some of my potions or some stories." she asks looking up at me.;;;;;;;;;x
OPITEMRED;"What is the red potion for?";;;;;;;;;x
OPITEMBLUE;"What is the blue potion for?";;;;;;;;;x
OPITEMPURPLE;"What is the green potion for?";;;;;;;;;x
OPPOTIONFULL;"Sorry Dearie but it looks like you don't have any empty bottles.";;;;;;;;;x
OPITEMBROWSING;"Sorry, I'm just browsing.";;;;;;;;;x
DESC_item.2;"The red potion is good for healing minor wounds and ilnesses, though some good soup from granny can cure anything.";;;;;;;;;x
OPITEMYES;"I'll take it.";;;;;;;;;x
OPITEMLOW;"Sorry, but I don't have enough rupees.";;;;;;;;;x
OPITEMNM;"Maybe something else.";;;;;;;;;x
DESC_item.3;"The blue potion is used to restore your magic power and heal minor wounds.";;;;;;;;;x
DESC_item.4;"The green potion is used to restore your magic power." ;;;;;;;;;x
DESC_item.5;As I walk in I see the owner standing behind the counter, a large brawny man with a bushy beard wearing a leather vest. "Welcome are you looking to buy or just looking?";;;;;;;;;x
DESC_item.6;"It is a bow, you shoot stuff with it.";;;;;;;;;x
DESC_item.7;"It is a bag full of bombs. You can use it to clear obstacles and crack open some of the harder monsters out there.";;;;;;;;;x
DESC_item.8;"It is a fairy in a bottle. If you release it, it can heal most serious injuries and illnesses.";;;;;;;;;x
DESC_item.9;I stand in the quartermaster rotunda. The ringing of a metal on metal coming from one room, the smell of alcohol coming from another, and the moaning of wounded coming from another.;;;;;;;;;x
OPITEM9A;I'll go to the medic.;;;;;;;;;x
OPITEM9B;I'll go to the armorer.;;;;;;;;;x
DESC_item.10; As you walk past the stretchers, some empty and some occupied, you find a man in white robes with a red sword entwined by a sandworm. "If you can walk in then you just need some medicine.";;;;;;;;;x
OP10A;"Do you have any red potion?";;;;;;;;;x
OP10B;"Do you have any fairies?";;;;;;;;;x
DESC_item.11;"I do. There is some over in the jugs. It can heal most of your minor wounds on the battlefield. A jar full will be 10 rupees.";;;;;;;;;x
DESC_item.12;"I do. They're in the chest over there. When released it can heal most serious wounds. Just don't release it if you aren't hurt or else it might help your enemy. One will be 50 rupees.";;;;;;;;;x
DESC_item.13;I walk into the armorer's room the heat is almost like a volcano. Among the various Darknut working at the forges there is the oldest man walking around and inspecting the other's work, until he approaches me. "Do you need to use a forge or are you here to commision something?";;;;;;;;;x
OP13B;"I'd like some armor.";;;;;;;;;x
OP13A;"I'd like a sword.";;;;;;;;;x
OP13C;"I'd like some bombs.";;;;;;;;;x
DESC_item.14;"Did you lose your sword? A darknut sword will cost you 100 rupees.";;;;;;;;;x
DESC_item.15;"Do you need replacement armor or did you decide you couldn't make your own? A suit of darknut forged armor will cost you 50 rupees. Though you can always make your own.";;;;;;;;;x
DESC_item.16;"Are you somekind of a sapper? You can use them to bring down walls of crack open some of the armored monsters out there, if you can't break them open with a mace.";;;;;;;;;x
DESC_item.17;As I stand in the market square I see an assortment of stalls and shops. There are several stalls surrounded by women making it impossible to see, other stalls with old produce. You see a jar shapped building and a large covered area.;;;;;;;;;x
DESC_item.18;I enter the potion maker's jar shapped building with several vats infront of a counter. The potion maker is an old woman with a pronounced sloach. "If you are looking for my sister she's out gathering ingrediants. If you need potions step up.";;;;;;;;;x
DESC_item.19;"The red potion is mostly used for healing wounds, but it can be used to cure a cold. It's almost always out of stock so that'll be 20 rupees.";;;;;;;;;x
DESC_item.20;"The blue potion does what both the green and blue potions do. It'll cost you 30 rupees.";;;;;;;;;x
DESC_item.21;"The green potion is used to restore your magic. Because of that almost no one buys it.";;;;;;;;;x
DESC_item.22;You enter the shaded area seeing several gerudo women and a couple of men carrying containers in and out. A burly woman stands in the center yelling orders at a young man, as she notices you she approaches to impromptu counter. "Welcome to the Aveil and daughters trading Co, if you can't get it here you can't get it in any gerudo market and no I'm not Aveil." ;;;;;;;;;x
OPITEMICEBOW;"How much is the Bow and Ice Arrows?";;;;;;;;;x
DESC_item.23;"Good choice the arrows are made by one of my daughters, I don't remember which one. You can use it freeze guards in their tracks, I also hear from one of my sisters that it is good for freezing some of the more fiery monsters.";;;;;;;;;x
DESC_item.24;"I see you don't want to die. These are from a fairy spring nearby, family secret, they can heal most major wounds and can cure some curses.";;;;;;;;;x
DESC_item.25;"So are you planning on breaking into some place, we also fence. You can break open those pesky doors or according to one of my cousins can break open some hard shelled monsters. A bag of them will set you back 50 rupees.";;;;;;;;;x
DESC_item.26;As I stand in the market cavern I see an assortment of counters with rocks and ores, from one corridor I hear the ringing of metal on metal, and one corridor with a sign for "General Store".;;;;;;;;;x
DESC_item.27;As I enter the general store I see the shopkeeper leaning againt the stone counter. "Hey Brother, are you looking to buy?";;;;;;;;;x
DESC_item.28;"Traders frequently bring us red potions, we don't usually sell very many of it so, I'll give you a discount, bringing your total to 10 rupees." ;;;;;;;;;x
DESC_item.29;"Goron specil bag of bombs, you can use them to mine some tasty rocks or get rid of those pesky dodongos.";;;;;;;;;x
DESC_item.30;As I enter the the forge I see a large goron taking up most of the room. "Welcome I mostly make stuff for the warriors, but I always have extra equipment laying around.";;;;;;;;;x
OPITEMKNIFE;"What's that large sword?";;;;;;;;;x
DESC_item.31;"That's a knife for a Biggoron, but he doesn't really use them very much.";;;;;;;;;x
OPITEMMAGICARMOR;"What is that set of armor?";;;;;;;;;x
DESC_item.32;"That's a set of Wizzrobe made Magic Armor. It'll protect you from almost any form of attack.";;;;;;;;x
#knights
EVTNAME_knights.0;The Knights of Hyrule;;;;;;;;;x
EVTDESC_knights.0;The armies of Hyrule can barely protect itself from the monsterous hordes and the Gerudo raiders. It is time to form an organization to protect Holy Hyrule much like the aerborne knights of Legend defended the last of the Hylians during the time that gods walked the earth. They will be the Knights of Hyrule and will never falter.;;;;;;;;;x
EVTOPTA_knights.0;Let the world see the Glory of Hyrule.;;;;;;;;;x
EVTDESC_knights.1;Unable to with stand the monsterous hordes and desert raiders the Kingdom of Hyrule has formed the Knights of Hyrule and calls all able bodies who wish to protect the kingdom founded by the Goddesses.;;;;;;;;;x
EVTOPTA_knights.1;May Hyrule never fall.;;;;;;;;;x
EVTDESC_knights.5;[From.GetTitledFirstName] came to me and said that they have decided to join the Knights of Hyrule! While [From.GetTitledFirstName] will gain fame, fortune, and experience leading the perils will match protecting Hyrule from the thieving gerudos and the creature's of Demise.;;;;;;;;;x
EVTOPTA_knights.5;I will not allow it!;Je ne permettrai pas !;Das werde ich nicht erlauben!;;¡No lo permitiré!;;;;;;;;;x;;;;;;;;;x
EVTOPTB_knights.5;Go [From.GetTitledFirstName] follow the will of the Goddesses and make me proud.;;;;;;;;;x
EVTDESC_knights.7;A post man from Hyrule arrived today bearing a letter from [From.GetTitledFirstName], it says that he has fallen in love with a woman from Hyrule and left the Knighthood. He expresses that he is sorry to say that he will not be returning to Hyrule as he and his wife wishes to make a name for themselves in Hyrule.;;;;;;;;;x
EVTOPTA_knights.7;My boy...;Mon garçon...;Mein Junge…;;Mi chico…;;;;;;;;;x
EVTDESC_knights.8;[From.GetTitledFirstName] has finished his term of service in the Knights of Hyrule, but his wife convinced him that he should stay in Hyrule. So [From.GetTitledFirstName] will be staying in Hyrule to lend me service if needed.;;;;;;;;;x
EVTOPTA_knights.8;Very well.;Très bien.;Sehr gut.;;Muy bien.;;;;;;;;;x;;;;;;;;;x
EVTDESC_knights.10;A knight arrive to your caste wearing a full plate armor, the knight quickly disarms your guards and steps up to your throne, but instead drawing their sword the remove their helm revealing it to be [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA_knights.10;[From.GetFirstName]! You've... changed!;[From.GetFirstName] ! Tu as... changé !;[From.GetFirstName]! Ihr habt Euch… verändert!;;¡[From.GetFirstName]! ¡Has… cambiado!;;;;;;;;;x
EVTOPTA_knights.11;[From.GetFirstName] has returned home from Hyrule while looking the same as before you can tell that they are not the same person as before.;;;;;;;;;x
EVTOPTA_knights.11;No matter, I'm just glad he made it home!;Ça ne fait rien, son retour me fait grand plaisir !;Egal, hauptsache er ist wieder da!;;¡No importa, sólo estoy feliz de que esté de vuelta en casa!;;;;;;;;;x
EVTDESC_knights.15;A frail robed figure into your throne room, the guards explain that it was seized trying to enter the room and couldn't get anything out of it other than your name. The figure shakingly reveals it's face to be that of [From.GetFirstName].;;;;;;;;x
EVTOPTA_knights.15;Oh Gods [From.GetFirstName], what have they done to you.;;;;;;;;;x
EVTDESC_knights.17;[From.GetFirstName] has returned from the Knights of Hyrule, but not alone he has come with a Hyrulean woman, while she misses her home in Castle Town she in exited to meet her new family.;;;;;;;;;x
EVTOPTA_knights.17;Each to their own.;À chacun sa façon.;Jedem das Seine.;;Cada uno a lo suyo.;;;;;;;;;x
EVTDESC_knights.19;[From.GetFirstName] has returned from Hyrule with tales of battles against a hundred different forms of monsters and horros.;;;;;;;;;x
EVTOPTA_knights.19;Tell me of your battles!;;;;;;;;;x
EVTDESC_knights.22;Three Knights of Hyrule entered the throne room, the express their condolences as the tell me that [From.GetFirstName] fell in battle while defending castle town from a band of Bokoblin. The appologise that they could not recover enough of the remains for transport.;;;;;;;;;x
EVTOPTA_knights.22;[From.GetFirstName] died a hero...;[From.GetFirstName] est mort en héros...;Er ist als Held gestorben…;;Murió como un héroe…;;;;;;;;;x
EVTDESC_knights.23;[From.GetFirstName] returned home with a giant wallet filled with rupees, claiming to have been awarded it for outstanding services in defense of Castle Town.;;;;;;;;;x
EVTOPTA_knights.23;[From.GetFirstName] you've made me proud.;;;;;;;;;x
EVTDESC_knights.24;Upon learning of my father's death I left for home. My wallet filled with rupees and letter from the king of Hyrule thanking me for my service and expressing his condolences for my lost.;;;;;;;;;x
EVTOPTA_knights.24;I'm home.;;;;;;;;;x
EVTNAME_knights.26;The Knights of Cobble;;;;;;;;;x
EVTDESC_knights.26;Faced with the threats of the expansionist Zuna to the east, the blood thirst Yook to the south, and monstrous pirates threaten Cobble have proven that the armies of Cobble are inefective and it is for these reasons that the King of Cobble forms the Knights of Cobble;;;;;;;;;x
EVTOPTA_knights.26;Let the world see the Glory of Cobble.;;;;;;;;;x
EVTDESC_knights.27;The King of Cobble have declared his armies incompetant against the his enemies and has declared that he is forming the Knights of Cobble to defend against Cobble's enemies.;;;;;;;;;x
EVTOPTA_knights.27;I hope it helps..;;;;;;;;;x
EVTDESC_knights.31;[From.GetTitledFirstName] came to me and said that they have decided to join the Knights of Cobble! While [From.GetTitledFirstName] will gain fame, fortune, and experience leading the perils will match protecting Cobble from the Yook.;;;;;;;;;x
EVTOPTA_knights.31;I will not allow it!;Je ne permettrai pas !;Das werde ich nicht erlauben!;;¡No lo permitiré!;;;;;;;;;x;;;;;;;;;x
EVTOPTB_knights.31;Go [From.GetTitledFirstName] follow your desires and make me proud.;;;;;;;;;x
EVTDESC_knights.33;A post man from Cobble arrived today bearing a letter from [From.GetTitledFirstName], it says that he has fallen in love with a woman from Cobble and left the Knighthood. He expresses that he is sorry to say that he will not be returning to Cobble as he and his wife wishes to make a name for themselves in Cobble.;;;;;;;;;x
EVTOPTA_knights.33;My boy...;Mon garçon...;Mein Junge…;;Mi chico…;;;;;;;;;x
EVTDESC_knights.34;[From.GetTitledFirstName] has finished his term of service in the Knights of Cobble, but his wife convinced him that he should stay in Cobble. So [From.GetTitledFirstName] will be staying in Cobble to lend me service if needed.;;;;;;;;;x
EVTOPTA_knights.34;Very well.;Très bien.;Sehr gut.;;Muy bien.;;;;;;;;;x;;;;;;;;;x
EVTDESC_knights.36;A knight arrive to your castle wearing a strange set of armor, the knight quickly disarms your guards and steps up to your throne, but instead drawing their sword the remove their helm revealing it to be [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA_knights.36;[From.GetFirstName]! You've... changed!;[From.GetFirstName] ! Tu as... changé !;[From.GetFirstName]! Ihr habt Euch… verändert!;;¡[From.GetFirstName]! ¡Has… cambiado!;;;;;;;;;x
EVTOPTA_knights.38;[From.GetFirstName] has returned home from Cobble while looking the same as before you can tell that they are not the same person as before.;;;;;;;;;x
EVTOPTA_knights.38;No matter, I'm just glad he made it home!;Ça ne fait rien, son retour me fait grand plaisir !;Egal, hauptsache er ist wieder da!;;¡No importa, sólo estoy feliz de que esté de vuelta en casa!;;;;;;;;;x
EVTDESC_knights.40;A frail robed figure into your throne room, the guards explain that it was seized trying to enter the room and couldn't get anything out of it other than your name. The figure shakingly reveals it's face to be that of [From.GetFirstName].;;;;;;;;x
EVTOPTA_knights.40;Oh Gods [From.GetFirstName], what have they done to you.;;;;;;;;;x
EVTDESC_knights.42;[From.GetFirstName] has returned from the Knights of Cobble, but not alone he has come with a Cobble woman, while she misses her home in Castle Town she in exited to meet her new family.;;;;;;;;;x
EVTOPTA_knights.42;Each to their own.;À chacun sa façon.;Jedem das Seine.;;Cada uno a lo suyo.;;;;;;;;;x
EVTDESC_knights.44;[From.GetFirstName] has returned from Cobble with tales of battles against a hundred different forms of monsters and horros.;;;;;;;;;x
EVTOPTA_knights.44;Tell me of your battles!;;;;;;;;;x
EVTDESC_knights.46;Three Knights of Cobble entered the throne room, the express their condolences as the tell me that [From.GetFirstName] fell in battle while fighting a nomad band of Zuna. They appologise that they could not recover enough of the remains for transport.;;;;;;;;;x
EVTOPTA_knights.46;[From.GetFirstName] died a hero...;[From.GetFirstName] est mort en héros...;Er ist als Held gestorben…;;Murió como un héroe…;;;;;;;;;x
EVTDESC_knights.48;[From.GetFirstName] returned home with a giant wallet filled with rupees, claiming to have been awarded it for outstanding services in defense of Monument Mountain.;;;;;;;;;x
EVTOPTA_knights.48;[From.GetFirstName] you've made me proud.;;;;;;;;;x
EVTDESC_knights.49;Upon learning of my father's death I left for home. My wallet filled with rupees and letter from the king of Cobble thanking me for my service and expressing his condolences for my lost.;;;;;;;;;x
EVTOPTA_knights.49;I'm home.;;;;;;;;;x
EVTNAME_knights.51;The Rivermen of Saria;;;;;;;;;x
EVTDESC_knights.51;The armies of Saria have been found wanting against the Moblin to the north and the Bokoblin raiders to the south. It is for this reason that the Rivermen of Saria have been founded to face the threats against Saria whether it comes from sea or land.;;;;;;;;;x
EVTOPTA_knights.51;Let the world see the Saria is strong.;;;;;;;;;x
EVTDESC_knights.52;Faced with monsterous hordes from both sea and land the Kingdom of Saria has formed the Rivermen to face invaders no matter where they come from.;;;;;;;;;x
EVTOPTA_knights.52;It won't help..;;;;;;;;;x
EVTDESC_knights.56;[From.GetTitledFirstName] came to me and said that they have decided to join the Rivermen! While [From.GetTitledFirstName] will gain fame, fortune, and experience leading the perils will match protecting Saria from the Yook.;;;;;;;;;x
EVTOPTA_knights.56;I will not allow it!;Je ne permettrai pas !;Das werde ich nicht erlauben!;;¡No lo permitiré!;;;;;;;;;x;;;;;;;;;x
