hyrulean;Hyrulean;;;;;;;;;;;;x#translate
ho_ho;Hoho;;;;;;;;;;;;x#translate
little_hyrulean;Little Hyrulean;;;;;;;;;;;;x#translate
east_hyrulean;East Hyrulean;;;;;;;;;;;;x#translate
west_hyrulean;West Hyrulean;;;;;;;;;;;;x#translate
calatian;Calatian;;;;;;;;;;;;x#translate
cobble;Cobble;;;;;;;;;;;;x#translate
pebble;Pebble;;;;;;;;;;;;x#translate
koridain;Koridain;;;;;;;;;;;;x#translate
gamelon;Gamelon;;;;;;;;;;;;x#translate
hylian_hanman;Hanman Highborn;;;;;;;;;;;;x#translate
ordonion;Ordonion;;;;;;;;;;;;x#translate
horon;Horon;;;;;;;;;;;;x#translate
labrynnan;Labrynnan;;;;;;;;;;;;x#translate
port_towner;Port Islander;;;;;;;;;;;;x#translate
frozen_isle;Frozen Islander;;;;;;;;;;;;x#translate
kasuton;Kasuton;;;;;;;;;;;;x#translate
sarian;Sarian;;;;;;;;;;;;x#translate
eldin;Eldin;;;;;;;;;;;;x#translate
kakarikon;Kakarikon;;;;;;;;;;;;x#translate
arcadian;Arcadian;;;;;;;;;;;;x#translate
koholinter;Koholinter;;;;;;;;;;;;x#translate
gravel;Gravel;;;;;;;;;;;;x#translate
yamatamian;;;;;;;;;;;;x#translate
hytopian;Hytopian;;;;;;;;;;;;x#translate
tolemac;Tolemac;;;;;;;;;;;;x#translate
morian;Morian;;;;;;;;;;;;;x#translate
grindle;Grindle;;;;;;;;;;;;x#translate
hanman;Hanman;;;;;;;;;;;;x#translate
gem_lander;Gemlander;;;;;;;;;;;;x#translate
falsian;Falsian;;;;;;;;;;;;x#translate
sheikah;Sheikah;;;;;;;;;;;;x#translate
gerudo;Gerudo;;;;;;;;;;;;x#translate
darknut;Darknut;;;;;;;;;;;;x#translate
wind_tribe;Wind Tribe;;;;;;;;;;;;x#translate
wizzrobe;Wizzrobe;;;;;;;;;;;;x#translate
anouki;Anouki;;;;;;;;;;;;x#translate
lokomo;Lokomo;;;;;;;;;;;;x#translate
new_hyrulean;New Hyrulean;;;;;;;;;;;;x#translate
papuchian;Papuchian;;;;;;;;;;;;x#translate
cucco_goron;Cucco Goron;;;;;;;;;;;;x#translate
crenel_goron;Crenel Goron;;;;;;;;;;;;x#translate
death_mountain_goron;Death mountain Goron;;;;;;;;;;;;x#translate
fire_goron;Fire Realm Goron;;;;;;;;;;;;x#translate
goro_goron;Goro Goron;;;;;;;;;;;;x#translate
rolling_goron;Rolling Ridge Goron;;;;;;;;;;;;x#translate
subrosian;Subrosian;;;;;;;;;;;;x#translate
lake_zora;Lake Zora;;;;;;;;;;;;x#translate
sea_zora;Sea Zora;;;;;;;;;;;;x#translate
river_zora;River Zora;;;;;;;;;;;;x#translate
geozard;Geozard;;;;;;;;;;;;x#translate
rito;Rito;;;;;;;;;;;;x#translate
watarara;Watarara;;;;;;;;;;;;x#translate
yeti;Yeti;;;;;;;;;;;;x#translate
girrin;Girrin;;;;;;;;;;;;x#translate
yook;Yook;;;;;;;;;;;;x#translate
keaton;Keaton;;;;;;;;;;;;x#translate
deku_tree;Deku Tree;;;;;;;;;;;;x#translate
great_fairy;Great Fairy;;;;;;;;;;;;x#translate
lesser_fairy;Lesser Fairy;;;;;;;;;;;;x#translate
baga_tree;Baga Tree;;;;;;;;;;;;x#translate
demon;Demon;;;;;;;;;;;;x#translate
deku_scrub;Deku Scrub;;;;;;;;;;;;x#translate
kokiri;Kokiri;;;;;;;;;;;;x#translate
zuna;Zuna;;;;;;;;;;;;x#translate
bokoblin;Bokoblin;;;;;;;;;;;;x#translate
bulblin;Bulblin;;;;;;;;;;;;x#translate
moblin;Moblin;;;;;;;;;;;;x#translate
aeralfos;Aeralfos;;;;;;;;;;;;x#translate
dinolfos;Dinolfos;;;;;;;;;;;;x#translate
lizalfos;Lizalfos;;;;;;;;;;;;x#translate
tokay;Tokay;;;;;;;;;;;;x#translate
stalfos;Stalfos;;;;;;;;;;;;x#translate
skull_kid;Skull Kid;;;;;;;;;;;;x#translate
garo;Garo;;;;;;;;;;;;x#translate
undead_ikanan;Cursed Ikanan;;;;;;;;;;;;x#translate
ikanan;Ikanann;;;;;;;;;;;;x#translate
lorulean;Lorulean;;;;;;;;;;;;x#translate
twili;Twili;;;;;;;;;;;;x#translate
skylofter;Skylofter;;;;;;;;;;;;x#translate
hylian;Ancient Hylian;;;;;;;;;;;;x#translate
lynol;Lynol;;;;;;;;;;;;;;;x
#title
emperor;King;;;;;;;;;;;;x
emperor_female;Queen;;;;;;;;;;;;x
emperor_consort;King Consort;;;;;;;;;;;;x
emperor_consort_female;Queen Consort;;;;;;;;;;;;x
emperor_title_queen_mother_female;Queen Mother;;;;;;;;;;;;x
king;Minor King;;;;;;;;;;;;x
king_title_queen_mother_female;Queen Mother;;;;;;;;;;;;x
king_female;Minor Queen;;;;;;;;;;;;x
##Hylian
emperor_hyrulean;Great King;;;;;;;;;;;;x
emperor_female_hyrulean;Great Princess;;;;;;;;;;;;;x
emperor_consort_hyrulean;Prince Consort;;;;;;;;;;;;x
emperor_female_consort_hyrulean;Queen Consort;;;;;;;;;;;;;x
king_hyrulean;King;;;;;;;;;;;;;;;x
king_female_hyrulean;Princess;;;;;;;;;;;;;x
king_consort_hyrulean;Prince Consort;;;;;;;;;;;;x
emperor_new_hyrulean;King;;;;;;;;;;;;x
emperor_female_new_hyrulean;Great Princess;;;;;;;;;;;;;x
king_new_hyrulean;Prince;;;;;;;;;;;;;;;x
king_female_new_hyrulean;Princess;;;;;;;;;;;;;x
emperor_cobble;King;;;;;;;;;;;;x
emperor_female_cobble;Queen;;;;;;;;;;;;;x
emperor_consort_cobble;King Consort;;;;;;;;;;;;x
emperor_female_consort_cobble;Queen Consort;;;;;;;;;;;;;x
king_cobble;Minor Princess;;;;;;;;;;;;;;;x
king_female_cobble;Minor Princess;;;;;;;;;;;;;x
king_consort_cobble;Prince Consort;;;;;;;;;;;;x
king_female_consort_cobble;Princess Consort;;;;;;;;;;;;;x
emperor_pebble;King;;;;;;;;;;;;x
emperor_female_pebble;Queen;;;;;;;;;;;;;x
emperor_consort_pebble;King Consort;;;;;;;;;;;;x
emperor_female_consort_pebble;Queen Consort;;;;;;;;;;;;;x
king_pebble;Prince;;;;;;;;;;;;;;;x
king_female_pebble;Princess;;;;;;;;;;;;;x
king_consort_pebble;Prince Consort;;;;;;;;;;;;x
king_female_consort_pebble;Princess Consort;;;;;;;;;;;;;x
emperor_gem_lander;King;King;King;;King;;;;;;;;;x;;;;;;;;;;;;
emperor_female_gem_lander;Queen;Queen;Queen;;Samrajní;;;;;;;;;x;;;;;;;;;;;;
king_gamelon;Duke;Duke;Maharadscha;;Duke;;;;;;;;;x;;;;;;;;;;;;
king_female_gamelon;Duchess;Duchess;Duchess;;Maharaní;;;;;;;;;x;;;;;;;;;;;;
duke_gamelon;Count;Count;Radscha;;Rajá;;;;;;;;;x;;;;;;;;;;;;
duke_female_gamelon;Countess;Countess;Countess;;Raní;;;;;;;;;x;;;;;;;;;;;;
count_gamelon;Lord;Lord;Lord;;Lord;;;;;;;;;x;;;;;;;;;;;;
count_female_gamelon;Lady;Lady;Lady;;Lady;;;;;;;;;x;;;;;;;;;;;;
##Human
emperor_ordonion;High King;;;;;;;;;;;;x
emperor_female_ordonion;High Queen;;;;;;;;;;;;;x
king_ordonion;King;;;;;;;;;;;;x
king_female_ordonion;Queen;;;;;;;;;;;;;x
king_title_ruler_consort_ordonion;King Consort;;;;;;;;;;;;;x
king_title_ruler_consort_female_ordonion;Queen Consort;;;;;;;;;;;;;x
emperor_horon;High King;;;;;;;;;;;;x
emperor_female_horon;High Queen;;;;;;;;;;;;;x
king_horon;King;;;;;;;;;;;;x
king_female_horon;Queen;;;;;;;;;;;;;x
king_title_ruler_consort_horon;King Consort;;;;;;;;;;;;;x
king_title_ruler_consort_female_horon;Queen Consort;;;;;;;;;;;;;x
emperor_gravel;King;;;;;;;;;;;;x
emperor_female_gravel;Queen;;;;;;;;;;;;;x
emperor_consort_gravel;King Consort;;;;;;;;;;;;x
emperor_female_consort_gravel;Queen Consort;;;;;;;;;;;;;x
king_gravel;Princess;;;;;;;;;;;;;;;x
king_female_gravel;Princess;;;;;;;;;;;;;x
king_consort_gravel;Prince Consort;;;;;;;;;;;;x
king_female_consort_gravel;Princess Consort;;;;;;;;;;;;;x
emperor_sarian;Great King;;;;;;;;;;;;x
emperor_female_sarian;Great Queen;;;;;;;;;;;;;x
emperor_consort_sarian;King Consort;;;;;;;;;;;;x
emperor_female_consort_sarian;Queen Consort;;;;;;;;;;;;;x
king_sarian;King;;;;;;;;;;;;;;;x
king_female_sarian;Queen;;;;;;;;;;;;;x
king_consort_sarian;King Consort;;;;;;;;;;;;x
king_consort_female_sarian;King Consort;;;;;;;;;;;;x
emperor_kasuton;Great King;;;;;;;;;;;;x
emperor_female_kasuton;Great Queen;;;;;;;;;;;;;x
emperor_consort_kasuton;King Consort;;;;;;;;;;;;x
emperor_female_consort_kasuton;Queen Consort;;;;;;;;;;;;;x
king_kasuton;King;;;;;;;;;;;;;;;x
king_female_kasuton;Queen;;;;;;;;;;;;;x
king_consort_kasuton;King Consort;;;;;;;;;;;;x
king_consort_female_kasuton;King Consort;;;;;;;;;;;;x
emperor_gem_lander;Samrat;Samrat;Samrat;;Samrat;;;;;;;;;x;;;;;;;;;;;;
emperor_female_gem_lander;Samrajni;Samrajni;Samrajni;;Samrajní;;;;;;;;;x;;;;;;;;;;;;
king_gem_lander;Maharaja;Maharaja;Maharadscha;;Maharaja;;;;;;;;;x;;;;;;;;;;;;
king_female_gem_lander;Maharani;Maharani;Maharani;;Maharaní;;;;;;;;;x;;;;;;;;;;;;
duke_gem_lander;Raja;Raja;Radscha;;Rajá;;;;;;;;;x;;;;;;;;;;;;
duke_female_gem_lander;Rani;Rani;Rani;;Raní;;;;;;;;;x;;;;;;;;;;;;
count_gem_lander;Thakur;Thakur;Thakur;;Thakur;;;;;;;;;x;;;;;;;;;;;;
count_female_gem_lander;Thakurani;Thakurani;Thakurani;;Thakuraní;;;;;;;;;x;;;;;;;;;;;;
baron_gem_lander;Damapati;Damapati;Damapati;;Damapati;;;;;;;;;x;;;;;;;;;;;;
baron_female_gem_lander;Damapatni;Damapatni;Damapatni;;Damapatní;;;;;;;;;x;;;;;;;;;;;;
##lost
emperor_sheikah;Shadow King;;;;;;;;;;;;x
emperor_female_sheikah;Shadow Queen;;;;;;;;;;;;;x
emperor_title_ruler_consort_sheikah;King Consort;;;;;;;;;;;;x
emperor_title_ruler_consort_female_sheikah;Queen Consort;;;;;;;;;;;;;x
king_sheikah;Great Chief;;;;;;;;;;;;;;;x
king_female_sheikah;Great Chief;;;;;;;;;;;;;x
king_title_ruler_consort_sheikah;Great Husband;;;;;;;;;;;;;;;x
king_female_title_ruler_consort_sheikah;Great Wife;;;;;;;;;;;;;x
duke_sheikah;Tribe Chief;;;;;;;;;;;;;x
duke_female_sheikah;Tribe Chief;;;;;;;;;;;;;x
count_sheikah;Chief;;;;;;;;;;;;;x
count_female_sheikah;Chief;;;;;;;;;;;;;x
baron_sheikah;Clan Father;;;;;;;;;;;;;x
baron_female_sheikah;Clan Mother;;;;;;;;;;;;;x
emperor_darknut;Dux;;;;;;;;;;;;x
emperor_female_darknut;Dux;;;;;;;;;;;;;x
emperor_title_ruler_consort_darknut;Lati;;;;;;;;;;;;x
emperor_title_ruler_consort_female_darknut;Lati;;;;;;;;;;;;;x
king_darknut;Legatus;;;;;;;;;;;;;;;x
king_female_darknut;Legatus;;;;;;;;;;;;;x
king_title_ruler_consort_darknut;Lati;;;;;;;;;;;;;;;x
king_female_title_ruler_consort_darknut;Lati;;;;;;;;;;;;;x
duke_darknut;Primus Centurion;;;;;;;;;;;;;x
duke_female_darknut;Primus Centurion;;;;;;;;;;;;;x
count_darknut;Centurion;;;;;;;;;;;;;x
count_female_darknut;Centurion;;;;;;;;;;;;;x
baron_darknut;Governer;;;;;;;;;;;;;x
baron_female_darknut;Governess;;;;;;;;;;;;;x
emperor_gerudo;High King;;;;;;;;;;;;x
emperor_female_gerudo;High Queen;;;;;;;;;;;;;x
emperor_title_ruler_consort_gerudo;King Consort;;;;;;;;;;;;x
emperor_title_ruler_consort_female_gerudo;Queen;;;;;;;;;;;;;x
king_gerudo;King;;;;;;;;;;;;;;;x
king_female_gerudo;Queen;;;;;;;;;;;;;x
king_title_ruler_consort_gerudo;King Constort;;;;;;;;;;;;;;;x
king_female_title_ruler_consort_gerudo;Queen;;;;;;;;;;;;x
duke_gerudo;Petty King;;;;;;;;;;;;;x
duke_female_gerudo;Petty Queen;;;;;;;;;;;;;
count_gerudo;Commander;;;;;;;;;;;;;x
count_female_gerudo;Commander;;;;;;;;;;;;;x
baron_gerudo;Captain;;;;;;;;;;;;;x
baron_female_gerudo;Captain;;;;;;;;;;;;;x
king_title_ruler_wizzrobe;Arch-King;;;;;;;;;;;;x
king_title_ruler_female_wizzrobe;Arch-Queen;;;;;;;;;;;;;x
king_title_ruler_consort_wizzrobe;Arch-Consort;;;;;;;;;;;;x
king_title_ruler_consort_female_wizzrobe;Arch-Consort;;;;;;;;;;;;;x
king_wizzrobe;Mage-King;;;;;;;;;;;;;;;x
king_female_wizzrobe;Mage-Queen;;;;;;;;;;;;;x
king_title_ruler_consort_wizzrobe;King Consort;;;;;;;;;;;;;;;x
king_female_title_ruler_consort_wizzrobe;Queen Consort;;;;;;;;;;;;;x
duke_wizzrobe;Journeymen King;;;;;;;;;;;;;x
duke_female_wizzrobe;Journeymen Queen;;;;;;;;;;;;;x
count_wizzrobe;Apprentice King;;;;;;;;;;;;;x
count_female_wizzrobe;Apprentice Queen;;;;;;;;;;;;;x
baron_wizzrobe;Initiate King;;;;;;;;;;;;;x
baron_female_wizzrobe;Initiate Queen;;;;;;;;;;;;;x
##spirit
##Goron
emperor_death_mountain_goron;High Patriarch;;;;;;;;;;;;x
emperor_female_death_mountain_goron;High Matriarch;;;;;;;;;;;;x
emperor_consort_death_mountain_goron;Patriarch;;;;;;;;;;;;x
emperor_consort_female_death_mountain_goron;Matriarch;;;;;;;;;;;;x
emperor_title_queen_mother_female_death_mountain_goron;Matriarch Mother;;;;;;;;;;;;x
king_death_mountain_goron;Patriarch;;;;;;;;;;;;x
king_title_queen_mother_female_death_mountain_goron;Matriarch Mother;;;;;;;;;;;;x
king_female_death_mountain_goron;Matriarch;;;;;;;;;;;;x
duke_death_mountain_goron;High Chief;;;;;;;;;;;;;x
duke_female_death_mountain_goron;High Chieftess;;;;;;;;;;;;;x
count_death_mountain_goron;Elder;;;;;;;;;;;;;x
count_female_death_mountain_goron;Elder;;;;;;;;;;;;;x
##fae
king_great_fairy;Fairy King;;;;;;;;;;;;x
king_female_great_fairy;Fairy Queen;;;;;;;;;;;;;x
king_title_ruler_consort_great_fairy;Fairy King Consort;;;;;;;;;;;;;x
king_title_ruler_consort_female_great_fairy;Fairy Queen Consort;;;;;;;;;;;;;x
king_great_fairy;Fairy Prince;;;;;;;;;;;;;;;x
king_female_great_fairy;Fairy Princess;;;;;;;;;;;;;x
duke_great_fairy;Grand Fairy;;;;;;;;;;;;;x
duke_female_great_fairy;Grand Fairy;;;;;;;;;;;;;x
duke_title_ruler_consort_great_fairy;Grand Fairy;;;;;;;;;;;;;x
duke_title_ruler_consort_female_great_fairy;Grand Fairy;;;;;;;;;;;;;x
count_great_fairy;Fairy Lord;;;;;;;;;;;;;x
count_female_great_fairy;Fairy Lady;;;;;;;;;;;;;x
count_title_ruler_consort_great_fairy;Fairy Lord;;;;;;;;;;;;;x
cout_title_ruler_consort_female_great_fairy;Fairy Lady;;;;;;;;;;;;;x
baron_great_fairy;Great Fairy;;;;;;;;;;;;;x
baron_female_great_fairy;Great Fairy;;;;;;;;;;;;;x
emperor_demon;Demon King;;;;;;;;;;;;x
emperor_female_demon;Demon Queen;;;;;;;;;;;;;x
emperor_title_ruler_consort_demon;Demon King Consort;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_demon;Demon Queen Consort;;;;;;;;;;;;;x
king_demon;Demon Lord;;;;;;;;;;;;;;;x
king_female_demon;Demon Lady;;;;;;;;;;;;;x
duke_demon;Great Demon;;;;;;;;;;;;;x
duke_female_demon;Great Demoness;;;;;;;;;;;;;x
duke_title_ruler_consort_demon;Great Demon;;;;;;;;;;;;;x
duke_title_ruler_consort_female_demon;Great Demoness;;;;;;;;;;;;;x
count_demon;Demon General;;;;;;;;;;;;;x
count_female_demon;Demon General;;;;;;;;;;;;;x
count_title_ruler_consort_demon;Demon Master;;;;;;;;;;;;;x
cout_title_ruler_consort_female_demon;Demon Mistress;;;;;;;;;;;;;x
baron_demon;Great Demon;;;;;;;;;;;;;x
baron_female_demon;Great Demon;;;;;;;;;;;;;x
##plant
king_zuna;Pharaoh;;;;;;;;;;;;x
king_female_zuna;Pharaoh;;;;;;;;;;;;;x
king_title_ruler_consort_zuna;Chief Husband;;;;;;;;;;;;x
king_title_ruler_consort_female_zuna;Chief Wife;;;;;;;;;;;;;x
duke_zuna;Nomarch;;;;;;;;;;;;;x
duke_female_zuna;Nomarch;;;;;;;;;;;;;x
count_zuna;Haty-a;;;;;;;;;;;;;x
count_female_zuna;Haty-a;;;;;;;;;;;;;x
baron_zuna;Nobleman;;;;;;;;;;;;;x
baron_female_zuna;Noblewoman;;;;;;;;;;;;;x
##Alien
king_title_ruler_consort_twili;King Consort;;;;;;;;;;;;;x
king_title_ruler_consort_female_twili;Queen Consort;;;;;;;;;;;;;x
king_twili;Twilight king;;;;;;;;;;;;x
king_female_twili;Twilight Queen;;;;;;;;;;;;;x
king_twili;Twilight King;;;;;;;;;;;;;;;x
king_female_twili;Twilight Princess;;;;;;;;;;;;;x
king_title_ruler_consort_twilight;Prince Consort;;;;;;;;;;;;;x
king_title_ruler_consort_female_twilight;Queen Consort;;;;;;;;;;;;;x
duke_twili;Twilight Duke;;;;;;;;;;;;;x
duke_female_twili;Twilight Duchess;;;;;;;;;;;;;x
count_twili;Twilight Count;;;;;;;;;;;;;x
count_female_twili;Twilight Countess;;;;;;;;;;;;;x
baron_twili;Twilight Lord;;;;;;;;;;;;;x
baron_female_twili;Twilight Lady;;;;;;;;;;;;;x
#land
##default
EMPIRE;Kingdom;;;;;;;;;;;;;x
EMPIRE_OF;Kingdom of;;;;;;;;;;;;;x
KINGDOM;Minor Kingdom;;;;;;;;;;;;;x
KINGDOM_OF;Minor Kingdom of;;;;;;;;;;;;;x
empire;Kingdom of;;;;;;;;;;;;;x
empire_of;Kingdom of;;;;;;;;;;;;;x
kingdom;Minor Kingdom;;;;;;;;;;;;;x
kingdom_of;Minor Kingdom of;;;;;;;;;;;;;x
##culture
###hylian
empire_hyrulean;Great Kingdom;;;;;;;;;;;;;x
empire_of_hyrulean;Great Kingdom of;;;;;;;;;;;;;x
kingdom_hyrulean;Kingdom;;;;;;;;;;;;;x
kingdom_of_hyrulean;Kingdom of;;;;;;;;;;;;;x
empire_little_hyrulean;Kingdom;;;;;;;;;;;;;x
empire_of_little_hyrulean;Kingdom of;;;;;;;;;;;;;x
kingdom_little_hyrulean;Minor Kingdom;;;;;;;;;;;;;x
kingdom_of_little_hyrulean;Minor Kingdom of;;;;;;;;;;;;;x
empire_west_hyrulean;Kingdom;;;;;;;;;;;;;x
empire_of_west_hyrulean;Kingdom of;;;;;;;;;;;;;x
kingdom_west_hyrulean;Minor Kingdom;;;;;;;;;;;;;x
kingdom_of_west_hyrulean;Minor Kingdom of;;;;;;;;;;;;;x
empire_east_hyrulean;Kingdom;;;;;;;;;;;;;x
empire_of_east_hyrulean;Kingdom of;;;;;;;;;;;;;x
kingdom_east_hyrulean;Minor Kingdom;;;;;;;;;;;;;x
kingdom_of_east_hyrulean;Minor Kingdom of;;;;;;;;;;;;;x
empire_gamelon;Kingdom;;;;;;;;;;;;;x
empire_of_gamelon;Kingdom of;;;;;;;;;;;;;x
kingdom_gamelon;Duchy;;;;;;;;;;;;;x
kingdom_of_gamelon;Duchy of;;;;;;;;;;;;;x
duchy_gamelon;County;;;;;;;;;;;;;x
duchy_of_gamelon;County of;;;;;;;;;;;;;x
county_gamelon;Lordship;;;;;;;;;;;;;x
county_of_gamelon;Lordship of;;;;;;;;;;;;;x
###human
empire_ordonion;High Kingdom;;;;;;;;;;;;;x
empire_of_ordonion;High Kingdom of;;;;;;;;;;;;;x
kingdom_ordonion;Kingdom;;;;;;;;;;;;;x
kingdom_of_ordonion;Kingdom of;;;;;;;;;;;;;x
empire_horon;High Kingdom;;;;;;;;;;;;;x
empire_of_horon;High Kingdom of;;;;;;;;;;;;;x
kingdom_horon;Kingdom;;;;;;;;;;;;;x
kingdom_of_horon;Kingdom of;;;;;;;;;;;;;x
###lost
empire_gerudo;High Queendom;;;;;;;;;;;;;x
empire_of_gerudo;High Queendom of;;;;;;;;;;;;;x
kingdom_gerudo;Queendom;;;;;;;;;;;;;x
kingdom_of_gerudo;Queendom of;;;;;;;;;;;;;x
duchy_gerudo;Petty Queendom;;;;;;;;;;;;;x
duchy_of_gerudo;Petty Queendom of;;;;;;;;;;;;;x
county_gerudo;Tribe;;;;;;;;;;;;;x
county_of_gerudo;Tribe of;;;;;;;;;;;;;x
empire_darknut;Legions;;;;;;;;;;;;;x
empire_of_darknut;Legions of;;;;;;;;;;;;;x
kingdom_darknut;Legion;;;;;;;;;;;;;x
kingdom_of_darknut;Legion;;;;;;;;;;;;;x
duchy_darknut;Cohort;;;;;;;;;;;;;x
duchy_of_darknut;Cohort of;;;;;;;;;;;;;x
county_darknut;Century;;;;;;;;;;;;;x
county_of_darknut;Century of;;;;;;;;;;;;;x
barony_darknut;Maniple;;;;;;;;;;;;;x
barony_of_darknut;Maniple of;;;;;;;;;;;;;x
###plant
empire_zuna;Great Kingdom;;;;;;;;;;;;x
empire_of_zuna;Great Kingdom of;;;;;;;;;;;;x
kingdom_zuna;Kingdom;;;;;;;;;;;;x
kingdom_of_zuna;Kingdom of;;;;;;;;;;;;;x
duke_zuna;Nomarchy;;;;;;;;;;;;;x
duke_of_zuna;Nomarchy of;;;;;;;;;;;;;x
#keaton
empire_keaton;High Hold;;;;;;;;;;;;;x
empire_of_keaton;High Hold of;;;;;;;;;;;;;x
kingdom_keaton;Great Hold;;;;;;;;;;;;;x
kingdom_of_keaton;Great Hold of;;;;;;;;;;;;;x
duchy_keaton;Freehold;;;;;;;;;;;;x
duchy_of_keaton;Freehold of;;;;;;;;;;;;;x
county_keaton;Hold;;;;;;;;;;;;;x
county_of_keaton;Hold of;;;;;;;;;;;;;x
#Blin
empire_moblin;Horde;;;;;;;;;;;;;x
empire_of_moblin;Horde of;;;;;;;;;;;;;x
kingdom_moblin;Great Tribe;;;;;;;;;;;;;x
kingdom_of_moblin;Great Tribe of;;;;;;;;;;;;;x
duchy_moblin;Tribe;;;;;;;;;;;;x
duchy_of_moblin;Tribe of;;;;;;;;;;;;;x
county_moblin;Gang;;;;;;;;;;;;;x
county_of_moblin;Gang of;;;;;;;;;;;;;x
empire_bulblin;Horde;;;;;;;;;;;;;x
empire_of_bulblin;Horde of;;;;;;;;;;;;;x
kingdom_bulblin;Great Tribe;;;;;;;;;;;;;x
kingdom_of_bulblin;Great Tribe of;;;;;;;;;;;;;x
duchy_bulblin;Tribe;;;;;;;;;;;;x
duchy_of_bulblin;Tribe of;;;;;;;;;;;;;x
county_bulblin;Band;;;;;;;;;;;;;x
county_of_bulblin;Band of;;;;;;;;;;;;;x
empire_bokoblin;Horde;;;;;;;;;;;;;x
empire_of_bokoblin;Horde of;;;;;;;;;;;;;x
kingdom_bokoblin;Great Tribe;;;;;;;;;;;;;x
kingdom_of_bokoblin;Great Tribe of;;;;;;;;;;;;;x
duchy_bokoblin;Tribe;;;;;;;;;;;;x
duchy_of_bokoblin;Tribe of;;;;;;;;;;;;;x
county_bokoblin;Gang;;;;;;;;;;;;;x
county_of_bokoblin;Gang of;;;;;;;;;;;;;x
#lfos
empire_lfos;Kingdom;;;;;;;;;;;;;x
empire_of_lfos;Kingdom of;;;;;;;;;;;;;x
kingdom_lfos;Warband;;;;;;;;;;;;;x
kingdom_of_lfos;Warband of;;;;;;;;;;;;;x
duchy_lfos;Great Tribe;;;;;;;;;;;;x
duchy_of_lfos;Great Tribe of;;;;;;;;;;;;;x
county_lfos;Tribe;;;;;;;;;;;;;x
county_of_lfos;Tribe of;;;;;;;;;;;;;x
